Accession,Binds,Source,Binds_prob,Binds_predicted
ACN89743,0,Train,0.0003210978030150456,0
AQY61719,0,Train,6.425718829533125e-05,0
AY559089,1,Train,0.9963285748999009,1
AHL38184,0,Train,8.192629412800446e-05,0
ATG84877,1,Train,0.9155221976359342,1
QBF80565,1,Train,0.9150423429890887,1
YP_001718605,0,Train,0.0035330463729268107,0
QGQ60312,0,Train,5.896400039768905e-05,0
AFE48827,0,Train,0.10339600444929355,0
AFG25760,0,Train,2.1722358145349592e-05,0
AID56715,0,Train,8.117463286642629e-05,0
ADN03339,1,Train,0.9960048708316926,1
ALM31938,0,Train,6.874925255413393e-05,0
AIN52130,0,Train,6.685425633198082e-05,0
AYR18430,0,Train,0.0005708006129978291,0
ADO39839,0,Train,7.590833641508296e-07,0
AHI48517,1,Train,0.9407421638930927,1
AZP53858,0,Train,0.0010612567852855278,0
AQK38168,0,Train,8.300260784084308e-05,0
AYR18400,0,Train,0.0036500988838701984,0
AID56691,0,Train,8.242260626056813e-05,0
AWM11474,0,Train,0.00019907142827021074,0
AY304489,1,Train,0.9997243566840905,1
GQ153548,0,Train,0.03208304067688525,0
QER78627,0,Train,0.0006591961886494975,0
ALF39589,0,Train,0.0002778995161556432,0
QCQ20044,0,Train,0.00039913928421502745,0
AFB74179,0,Train,9.69293386868006e-05,0
ATQ39390,0,Train,0.003965507369040059,0
QED88040,1,Train,0.9890132252965314,1
AHC03502,0,Train,5.25064001205417e-05,0
MK211376,1,Train,0.9672927272414598,1
AKN24803,1,Train,0.9401955689069041,1
ALA50256,1,Train,0.9868782967115094,1
AYR18567,0,Train,0.0006105534955851653,0
AJP67426,0,Train,6.931277852187997e-05,0
AVV61900,1,Train,0.9463300343233915,1
AIV41795,1,Train,0.9476546967404674,1
QKN89963,0,Train,0.0010393121875968262,0
AGT51610,1,Train,0.891960203742191,1
AGT51600,1,Train,0.997413906527722,1
KU973692,0,Train,0.002929430874558105,0
AWH65888,1,Train,0.633211664705469,1
DQ412606,1,Train,0.9916222297993468,1
AY687362,1,Train,0.9997423663612539,1
AJP67444,0,Train,0.00013033894998316185,0
ACT10887,0,Train,3.5774459512691474e-06,0
AKJ85723,0,Train,0.001699063743215879,0
ACJ35486,1,Train,0.38639639873474585,0
AKJ21749,0,Train,6.435374978405338e-05,0
KC881006,1,Train,0.9845406171410418,1
DQ412615,1,Train,0.9997863483833771,1
QDZ36662,0,Train,0.0001515003981199216,0
AFD98827,1,Train,0.9825038679102454,1
ARE29990,1,Train,0.9994581623351284,1
AGT51380,1,Train,0.991661414846733,1
AY648300,1,Train,0.9998381404238421,1
ANI85782,0,Train,6.191434391027818e-05,0
AKJ22091,0,Train,3.335001514932611e-05,0
QBA57552,0,Train,8.522113625674311e-05,0
AYR18467,0,Train,0.000723217407314392,0
AZL47234,0,Train,3.9881026265620273e-05,0
QJY77954,1,Train,0.9954738963041737,1
QEG03748,1,Train,0.9910804369016732,1
MT040333,1,Train,0.9631934757705181,1
QBO24657,0,Train,0.0001239695948272065,0
QFP92265,0,Train,2.0293905591156758e-05,0
AEK25511,0,Train,2.335979294230327e-07,0
ALA49396,1,Train,0.9591297354873699,1
AID56865,0,Train,5.2992073588558035e-05,0
ASA40103,0,Train,0.00015696945985490605,0
QCQ19912,0,Train,0.0003076975621005441,0
AYR18513,0,Train,0.0021761354491538717,0
AHA38146,0,Train,6.43704032451249e-05,0
AGT51570,1,Train,0.9977750320619843,1
AXX83345,1,Train,0.9987126118612797,1
AY613947,1,Train,0.9998187246536883,1
AID56751,0,Train,5.4890531761795436e-05,0
ABP38313,0,Train,0.22718007119322348,0
ATG84701,1,Train,0.9410825569299367,1
AKH45338,0,Train,0.00047839552182239617,0
FJ882963,1,Train,0.9998195480593238,1
ANA67918,0,Train,0.00036119544305520263,0
ACT10937,0,Train,5.375116592125112e-06,0
QEG03767,1,Train,0.9946467402311007,1
QHA24665,0,Train,0.3194009865834936,0
ASY91957,0,Train,0.00010781945836251272,0
FJ882931,1,Train,0.999812803840323,1
AMD11130,0,Train,2.896221596066875e-06,0
QDF43840,0,Train,0.0005139096569438302,0
AKJ21791,0,Train,5.462982594271414e-05,0
QCQ19996,0,Train,0.00040086058204269725,0
QFG01706,0,Train,0.00038648364172088316,0
AGT51481,1,Train,0.9974014745631028,1
AZP03043,0,Train,9.676697254641833e-05,0
YP_009824974,0,Train,0.00017810057176419677,0
ABC70719,1,Train,0.9696752254811275,1
YP_001039971,0,Train,0.015436832350758297,0
QEY10649,1,Train,0.36242254122722417,0
QKV43751,0,Train,4.1220893355423926e-05,0
AQN78672,1,Train,0.999023796121112,1
AY559097,1,Train,0.9888338931352499,1
AID56901,0,Train,6.174911866320113e-05,0
AID57021,0,Train,7.049391196737545e-05,0
AY394986,1,Train,0.9997516499448731,1
ANI85794,0,Train,8.416206890972784e-05,0
AGG55745,0,Train,0.0009236322569449719,0
AFX81098,0,Train,0.00011953723745247819,0
MG772933,0,Train,0.15537714493712987,0
QEG03785,1,Train,0.995845329552646,1
ARE30008,1,Train,0.9996200449892502,1
ARK08679,1,Train,0.9988035820381397,1
QJY77946,1,Train,0.9954432714283179,1
AHA38132,0,Train,6.017218347717243e-05,0
QCI31480,1,Train,0.943121886185406,1
AMD11219,0,Train,4.108677559789119e-06,0
ASU90527,1,Train,0.9245126478967801,1
AHY21469,1,Train,0.8941727097302038,1
QBF80554,1,Train,0.9543503927120363,1
EU371564,1,Train,0.9995539027754441,1
ANA67908,0,Train,0.00010333419169917392,0
AMC39584,0,Train,8.234437558650672e-05,0
AMB66488,0,Train,0.0017466285509228,0
QKV43829,0,Train,9.730545894008083e-05,0
QEY10657,1,Train,0.804921329704355,1
AIV41987,1,Train,0.9996202386850259,1
AGT51650,1,Train,0.9992582034170404,1
ASU90802,1,Train,0.9328302843682068,1
QKF94914,0,Train,3.5515577379736234e-05,0
MT072864,1,Train,0.9764963587009589,1
AKJ22085,0,Train,5.138816096992637e-05,0
AGW27863,1,Train,0.9953804138203165,1
AID56703,0,Train,0.00010895476737852489,0
AFU92095,0,Train,4.007481179938751e-05,0
AFH55121,0,Train,0.0016868610438494013,0
AY687355,1,Train,0.999746140950132,1
AY572038,1,Train,0.9997724197938437,1
AVU05361,0,Train,9.009611472408987e-05,0
ACT11019,0,Train,0.1711574898053471,0
AFD98820,1,Train,0.9887014230393183,1
APX42119,0,Train,0.00015986946424325897,0
AIA62271,0,Train,0.0001672388757820445,0
ANC28667,1,Train,0.9467955914666911,1
KJ473811,0,Train,0.0020552991235262704,0
QCO95416,0,Train,7.577882862963509e-05,0
AY613952,1,Train,0.9997660821364728,1
ATG84910,1,Train,0.934598190394949,1
QJF53977,0,Train,0.000720071766072206,0
QKV43811,0,Train,0.0001322439759492714,0
AKJ22019,0,Train,6.843731334400913e-05,0
AVI57403,0,Train,0.0011757569977774796,0
ASU45818,1,Train,0.939501538385489,1
ACN89723,0,Train,0.003007584731866482,0
YP_003767,1,Train,0.9912865123624006,1
AKJ21773,0,Train,7.559059791823513e-05,0
ASO96550,0,Train,0.002061113592020275,0
QKV43721,0,Train,5.016873074609995e-05,0
AY278489,1,Train,0.9998449158417241,1
AY545919,1,Train,0.9997250004143675,1
QBP84704,1,Train,0.9995282171955087,1
AVR40344,1,Train,0.99868382486909,1
AYR18493,0,Train,0.000633007705269431,0
AID57063,0,Train,0.00012069543025165116,0
AHI48550,1,Train,0.926904361208598,1
AJP67414,0,Train,0.00018361712871994346,0
AKJ21767,0,Train,5.2201793659160714e-05,0
AHY04230,0,Train,8.464067724460212e-05,0
ANY27031,0,Train,0.00010231382812888546,0
ATG84756,1,Train,0.938017185348008,1
AID56727,0,Train,7.680463237266513e-05,0
AGT51551,1,Train,0.9154719052743677,1
QCX35167,0,Train,0.0029338191324595753,0
QBO24651,0,Train,0.00010033257541843575,0
QCQ19798,0,Train,0.0001876697588125072,0
QEE80059,0,Train,0.0001803269763046135,0
ACN71196,0,Train,0.0011885029369881732,0
AY687365,1,Train,0.9998182048704635,1
AIV41909,1,Train,0.9994996951742128,1
QDF43800,0,Train,0.009237804276927358,0
ATG84855,1,Train,0.9574951988793161,1
QED88033,1,Train,0.9918303238323554,1
DQ412594,1,Train,0.9997867146037174,1
AKM76239,1,Train,0.9475011475120868,1
QNC49740,0,Train,0.0002004695797635862,0
ARC95203,0,Train,0.023291361323090516,0
FJ882950,1,Train,0.9998643209006373,1
AY545915,1,Train,0.9998190412682073,1
AKS50222,0,Train,8.506605734543926e-05,0
AVU05452,0,Train,0.00021757338609564348,0
AXN92260,1,Train,0.8946991785026351,1
ALA50080,1,Train,0.7849980402192637,1
AKJ21725,0,Train,7.766212256427488e-05,0
ANF29272,1,Train,0.9367250746618826,1
AIV41897,1,Train,0.9425266667527082,1
AKJ22133,0,Train,5.3460092298304334e-05,0
AXX83309,1,Train,0.9624944456189642,1
YP_009019182,0,Train,5.718984751321513e-05,0
AY278490,1,Train,0.9997545833991575,1
APG30998,0,Train,0.0002094877336400921,0
AIV41891,1,Train,0.9991860827041538,1
ASU45807,1,Train,0.923262570198983,1
AOS89611,0,Train,5.868377118084817e-05,0
AFU35753,0,Train,3.2345971269993784e-05,0
AJO26983,0,Train,2.2362866614305284e-05,0
AMZ01557,0,Train,0.000403313653773543,0
ANA67917,0,Train,7.808296917224356e-05,0
ARK08627,1,Train,0.9871475897826797,1
AMD11230,0,Train,3.585756098252963e-06,0
AKJ21821,0,Train,8.969539363089978e-05,0
AVU05340,0,Train,8.912930219083284e-05,0
AID56937,0,Train,7.330201661813564e-05,0
AHN10812,1,Train,0.9294642997678315,1
AUM60024,0,Train,0.02366553910526916,0
QMU85417,0,Train,0.0029927672691637025,0
AKN24830,1,Train,0.918930186289527,1
AGT51366,1,Train,0.9750387146678458,1
ALA50151,1,Train,0.9932316043690862,1
AKA65829,0,Train,0.0011672711647437092,0
ASB16887,0,Train,2.5499504216362736e-06,0
YP_008439202,0,Train,0.004044057594226744,0
AIZ48760,1,Train,0.9188212622982741,1
AGV08584,1,Train,0.9366337874995487,1
QKV43745,0,Train,5.37097949800204e-05,0
QCC26581,0,Train,4.268775327164783e-05,0
ANA67913,0,Train,0.00014221705681179356,0
QHA24703,0,Train,0.010846553776273544,0
ADC35472,0,Train,2.346333858048623e-06,0
ABD75545,1,Train,0.95013960877393,1
QBM11748,0,Train,0.6800400098595704,1
AY394997,1,Train,0.9998110237850687,1
AY707461,1,Train,0.9995608319789826,1
ADL71476,0,Train,1.099333065395974e-06,0
AQN78776,1,Train,0.9992381928276513,1
ASY91956,0,Train,5.726252587920011e-05,0
QOU08574,1,Train,0.9385430241254175,1
QKV43805,0,Train,0.0001477661209586997,0
AFW98998,0,Train,0.00023571112551184546,0
AFB74178,0,Train,9.285842655560527e-05,0
ATN37888,0,Train,0.003824923440934945,0
QKV43793,0,Train,6.22586856958091e-05,0
AXX83369,1,Train,0.9551217825077506,1
AJP67408,0,Train,0.00014610752622129354,0
AOM53008,0,Train,0.0019722505527537747,0
AXX83351,1,Train,0.9604784901760614,1
ALA49671,1,Train,0.946514464637148,1
AXX83327,1,Train,0.9647024656193686,1
ASU90142,1,Train,0.9665558436470302,1
AMN88686,1,Train,0.9937348752903259,1
ANI69835,1,Train,0.9597227566061972,1
AY687370,1,Train,0.9997022347005086,1
AIV41819,1,Train,0.9994686614605981,1
AMD11124,0,Train,5.013180190274864e-05,0
QGQ60276,0,Train,7.285151573582081e-05,0
QKX95789,0,Train,9.900229294233645e-06,0
AKJ21857,0,Train,7.641388198956366e-05,0
DQ412614,1,Train,0.9997247919383005,1
ALA49957,1,Train,0.9496296070158451,1
YP_009513010,0,Train,0.007311609808465262,0
ADL71446,0,Train,1.0084794742883298e-05,0
AVZ61129,0,Train,0.13889867180996388,0
AY394988,1,Train,0.999817642838293,1
AY687360,1,Train,0.999816981115185,1
ARJ54146,0,Train,0.0001150895628774459,0
MT799523,1,Train,0.8906684818173133,1
AVI15011,0,Train,0.23312801492060942,0
AEN19366,1,Train,0.9994254413423933,1
QCQ19936,0,Train,0.0001806006013915419,0
AKH45326,0,Train,0.00011830251341230553,0
AY686863,1,Train,0.9997277219275087,1
AVU05445,0,Train,0.00013081349063345666,0
YP_173238,1,Train,0.9950220386397494,1
QGQ60330,0,Train,6.136671905038035e-05,0
AST13215,0,Train,0.0004173371171102518,0
AVK78141,0,Train,8.13723745425494e-05,0
ABP87990,0,Train,0.22932753780559584,0
AJP67450,0,Train,0.000173173856073888,0
AXN92228,1,Train,0.9400494866868551,1
ABP38279,0,Train,0.074496494031198,0
AZL47198,0,Train,0.0005233872737561431,0
AOC38021,0,Train,0.00015620340866861026,0
AKJ21953,0,Train,7.964882880290197e-05,0
ASL68941,1,Train,0.8557525146481162,1
AYR18481,0,Train,0.002025361617276418,0
ACT10916,0,Train,2.4821943293110117e-06,0
QAS69029,0,Train,0.0016529218938489704,0
ALA50144,1,Train,0.9943783347197022,1
AFX81108,0,Train,0.00010014806886111256,0
QBR98161,0,Train,3.988965702587435e-05,0
QHB92364,0,Train,0.0003104081358101616,0
QOE44934,0,Train,0.00011411322150205147,0
FJ882940,1,Train,0.9997866169438585,1
AFD97607,0,Train,0.003493240852649833,0
AGN29320,0,Train,0.00138099112082924,0
AWM11480,0,Train,0.00011632122833927148,0
AFD98785,1,Train,0.9842098376516498,1
QCO95398,0,Train,7.235588864123516e-05,0
AQW35013,0,Train,0.0003203587730646773,0
AXX83297,1,Train,0.9695826345613447,1
AVU05431,0,Train,8.295294705214122e-05,0
QNC49746,0,Train,9.448721350816615e-05,0
AGT17749,0,Train,0.002761708613000797,0
AKJ21743,0,Train,6.551634356632482e-05,0
AGT21360,1,Train,0.997332966941827,1
AGV08492,1,Train,0.9405346172348457,1
AIX09799,1,Train,0.9995086313139716,1
QCC26595,0,Train,3.9822573006266004e-05,0
GU553363,1,Train,0.9997776797112835,1
KY417143,0,Train,0.026037090393789555,0
QDF43790,0,Train,0.003987758215583302,0
ARB07438,1,Train,0.9617116013393949,1
ATG84833,1,Train,0.9119250741039149,1
QCQ19960,0,Train,0.0001846895535180433,0
ASU62488,0,Train,2.511730327701363e-06,0
QCQ19966,0,Train,0.0003081936490939117,0
QGQ60324,0,Train,5.690944327847692e-05,0
ADL71497,0,Train,7.778964647722984e-06,0
AGT51412,1,Train,0.918853563892673,1
ABN10919,0,Train,0.0017822034400185008,0
ALA49451,1,Train,0.9490789677480329,1
AVM80466,0,Train,0.00108068138146796,0
APX42137,0,Train,0.00028951497654618316,0
AQW35007,0,Train,0.00011573781517868738,0
AVU05417,0,Train,7.925612284800374e-05,0
AIV41849,1,Train,0.9578856321356224,1
APX55523,0,Train,9.858248403002701e-05,0
ARE29979,1,Train,0.9855441024444839,1
NP_150077,0,Train,0.08706698675536917,0
KC881005,1,Train,0.6042858559629412,1
AUF40275,0,Train,0.12376770742215118,0
AID56955,0,Train,4.1169679432726726e-05,0
QKV43787,0,Train,4.822885969056677e-05,0
ARK08661,1,Train,0.9986377738089031,1
AXN73514,1,Train,0.9478824151698845,1
AFP36389,0,Train,6.045819397084446e-05,0
APX55547,0,Train,0.0001243271927123028,0
AJO27003,0,Train,5.058988567629707e-06,0
QHA24687,0,Train,0.04210711254045472,0
AVU05396,0,Train,4.954050508499258e-05,0
AKJ22115,0,Train,5.4939928358211076e-05,0
QCQ19900,0,Train,4.658961232307126e-05,0
ATN39872,1,Train,0.9982684328704693,1
ARC95219,0,Train,0.07721859196038389,0
ASU89966,1,Train,0.9450266447450831,1
AHF20045,0,Train,8.230646759410258e-05,0
AGT51700,1,Train,0.9980275633552628,1
AMD11175,0,Train,3.822697783292255e-06,0
AVK87417,1,Train,0.95096969112144,1
ASU90241,1,Train,0.9631826090134797,1
ASU90340,1,Train,0.9442788011143888,1
KJ473815,0,Train,0.0026248124199150418,0
ANY27037,0,Train,0.00022261422795410285,0
QCQ20074,0,Train,0.0018375844165832384,0
QGQ60216,0,Train,7.3632112213433e-05,0
ABD75529,1,Train,0.9941466191941261,1
AID56709,0,Train,7.043476590123982e-05,0
ADM33558,0,Train,0.0035255725559286645,0
AJC98127,1,Train,0.9155186876007073,1
AZL47216,0,Train,0.0002619338702900924,0
EU371563,1,Train,0.9996389741815916,1
QHA24696,0,Train,0.11650715267927647,0
ACT10970,0,Train,1.3247977161813401e-05,0
AYN64561,1,Train,0.9561441342615051,1
ATG84723,1,Train,0.9294891039126759,1
ANI69889,1,Train,0.8449015164614795,1
QGQ60228,0,Train,7.601069030760605e-05,0
ALM09370,0,Train,0.00018217738825097835,0
AKP80631,0,Train,0.0001298144508273102,0
QCO95410,0,Train,5.4938673103414465e-05,0
NC_014470,0,Train,0.2450181905462405,0
QBP84740,1,Train,0.9995374806559407,1
AHI48528,1,Train,0.9586499440919292,1
AIV41777,1,Train,0.928655685070711,1
DQ412619,1,Train,0.9925378079880346,1
AFB74177,0,Train,5.1822219635746154e-05,0
ABD75617,1,Train,0.9410588273148939,1
AH013708,1,Train,0.9908377260708822,1
ADO39817,0,Train,2.817575689275148e-05,0
AXX83333,1,Train,0.9993349026749682,1
AVN89291,0,Train,0.7808646611583062,1
ALA50130,1,Train,0.9926458178133994,1
AYR18679,0,Train,0.0033484215755651353,0
AFU92113,0,Train,0.00023148449567052208,0
APF29061,1,Train,0.9830805139526416,1
AKJ22193,0,Train,5.639131489336214e-05,0
AZS18878,0,Train,0.00038607977758666444,0
AQZ41296,1,Train,0.9307017929375008,1
AY559090,1,Train,0.9100217186341627,1
AID56793,0,Train,6.516591908578293e-05,0
ANI85788,0,Train,6.05648549426152e-05,0
AKJ21863,0,Train,0.0001675990135706648,0
ATP16757,1,Train,0.9115701028655958,1
QOE77277,0,Train,1.7809814187738858e-05,0
QGA70692,0,Train,0.03387604980919801,0
ANI85764,0,Train,7.410640880713305e-05,0
ANI85728,0,Train,8.958863914473724e-05,0
QCO95404,0,Train,0.00011073053722031181,0
AMD11208,0,Train,5.57050769808547e-06,0
APD51499,1,Train,0.6281532589358364,1
AHB33326,1,Train,0.9186524974529601,1
AKJ22001,0,Train,8.130332815315621e-05,0
ASW30994,0,Train,0.0038818351337661975,0
AID56925,0,Train,9.211677310683713e-05,0
ARB07425,1,Train,0.9941419029407671,1
QOE77287,0,Train,7.712851984111794e-06,0
FJ588686,0,Train,0.04999388056143223,0
AMK59677,1,Train,0.8474849763024552,1
ASU90549,1,Train,0.9497985492576674,1
AFU35751,0,Train,6.840178908763379e-05,0
DQ412609,1,Train,0.9997853817363355,1
AY394999,1,Train,0.9997909262965263,1
YP_009199242,0,Train,0.00022080845174265987,0
AKJ22205,0,Train,3.082369581048435e-05,0
ACJ66977,0,Train,0.10077601084669222,0
AKV62619,0,Train,8.245440095417517e-05,0
AY687372,1,Train,0.9998240761340839,1
AIX09807,1,Train,0.9994695204996225,1
AY278554,1,Train,0.9998525028774412,1
QGJ03659,0,Train,0.0008002294005242551,0
AID56763,0,Train,0.00010952042789858906,0
AGZ84526,0,Train,0.0031947789503978556,0
QED88026,1,Train,0.9778320875746521,1
AKR05184,0,Train,6.329505959706256e-05,0
ASU90197,1,Train,0.9229788113804623,1
MK211374,0,Train,0.03153526678999937,0
KF294457,0,Train,0.01357649951645886,0
AVN88332,0,Train,0.08025418292448404,0
AGT51680,1,Train,0.8965706806095477,1
ANI85776,0,Train,8.88978195229256e-05,0
AJO26993,0,Train,1.1085045957961632e-05,0
ALA50137,1,Train,0.9929317661565246,1
AY394987,1,Train,0.9998122325171049,1
QCQ19852,0,Train,0.0001121616755443038,0
AJD81440,1,Train,0.9387437869517233,1
QKV43763,0,Train,5.9098519601255484e-05,0
QCC26588,0,Train,4.710283255810115e-05,0
FJ882941,1,Train,0.9997769077371337,1
ARE30017,1,Train,0.999665772840637,1
ASU89944,1,Train,0.9603735876072877,1
AYR18505,0,Train,0.0007198289054852911,0
AAL57308,0,Train,0.14232309248375605,0
AID56721,0,Train,3.465825463583419e-05,0
AFE85969,0,Train,0.002137746936085454,0
ALL27308,0,Train,0.00010905348169076693,0
ALM09359,0,Train,7.639910931127296e-05,0
AY687359,1,Train,0.9997484087562766,1
ALP06210,0,Train,0.00022988595954827028,0
QBM11737,0,Train,0.6690582724030628,1
AY687361,1,Train,0.9996976086930653,1
KY417152,1,Train,0.9764557956428682,1
AID56679,0,Train,9.172409299018333e-05,0
AYR18585,0,Train,0.010150463214840894,0
QDE12097,0,Train,0.0009871819775608504,0
QEJ82215,1,Train,0.9131162899905291,1
AGT51324,1,Train,0.9790547635186104,1
ANJ04974,0,Train,0.07312244120642539,0
ACT10876,0,Train,8.887923437615914e-06,0
AID56895,0,Train,7.613554088635106e-05,0
AVR40342,1,Train,0.999188017052593,1
DQ071615,0,Train,0.0026667532491452092,0
AY429077,1,Train,0.9997777949169786,1
AKS50238,0,Train,8.632413118510383e-05,0
QCQ20002,0,Train,0.00038472277410667047,0
APD51507,1,Train,0.7764860480281317,1
AID57057,0,Train,7.656547446577809e-05,0
AIV41903,1,Train,0.9994274745518537,1
AWU59321,1,Train,0.9567559575110122,1
ALA49374,1,Train,0.9490400898206125,1
AGV08390,1,Train,0.928382811271327,1
AY394992,1,Train,0.9998056045059874,1
ANA67916,0,Train,0.00017877595712518905,0
YP_009328935,0,Train,0.0014558624514936325,0
ART85697,0,Train,7.63557206504653e-05,0
AFO11517,0,Train,0.02507666459623972,0
YP_009273005,0,Train,2.2735851587265123e-05,0
ACT10865,0,Train,2.0640355145748477e-06,0
QMT62928,0,Train,0.00034297280781880445,0
DQ514530,1,Train,0.999851258688613,1
QGV13484,0,Train,0.803117321044582,1
YP_001718612,0,Train,6.127983274253664e-05,0
AVZ61109,0,Train,0.08642357103764899,0
ALA49649,1,Train,0.9434264838010818,1
KY417145,0,Train,0.004752223189005989,0
AGV08379,1,Train,0.9431287535667292,1
AXK47358,0,Train,8.087709962185233e-05,0
QFG01688,0,Train,0.0007042466808049896,0
QBF80598,1,Train,0.9383436601822346,1
ARM65496,0,Train,8.306595097522194e-05,0
QCQ20056,0,Train,0.0007658640041044286,0
AXG21654,1,Train,0.9471376215549717,1
AY394977,1,Train,0.9997588227214045,1
QGW51920,1,Train,0.9259192873686273,1
ACN89696,0,Train,0.0003857586658123871,0
AWV57048,0,Train,6.49196709686068e-05,0
MT799524,1,Train,0.9269107756741244,1
AOM53015,0,Train,0.002805642092772439,0
AKJ21845,0,Train,7.327276024237993e-05,0
AJC98135,1,Train,0.9538037503601676,1
AWM11486,0,Train,0.0003002530484670833,0
AFR79250,1,Train,0.9966883919255607,1
ACJ66990,0,Train,0.15673641901319357,0
QCW07226,0,Train,0.00011512824927018193,0
AFP23843,0,Train,0.00032623979563123877,0
QBF80611,1,Train,0.9313822600161715,1
AIR95864,0,Train,9.275311457938774e-05,0
AYR18616,0,Train,0.07598411293506964,0
AYR18436,0,Train,0.00032483976537728737,0
ASU90186,1,Train,0.9375773064618428,1
ARK08642,1,Train,0.995514737458981,1
QCQ19942,0,Train,0.0003195326763050182,0
AIE15935,0,Train,6.0657389534772574e-05,0
AFU35750,0,Train,4.60400467785729e-05,0
ARM65490,0,Train,0.0007289624098410653,0
AWH65921,0,Train,0.017109921233356494,0
ABP38236,0,Train,0.08340264218692887,0
ALM09364,0,Train,0.00016773658622957512,0
AQN78664,1,Train,0.9997361707275976,1
QBA57545,0,Train,0.00010463112307068485,0
ARD05999,0,Train,0.3161892595314585,0
ATG84745,1,Train,0.9238687001541791,1
QJY77978,1,Train,0.996071963870625,1
AYR18599,0,Train,0.10343270962719679,0
ALA50067,1,Train,0.9550578176943388,1
AVN89376,0,Train,0.7884477524320892,1
ANC68207,0,Train,0.00013991906209929954,0
ASU90329,1,Train,0.9492655768886247,1
AY279354,1,Train,0.9997715153344406,1
AXX83381,1,Train,0.99868019037403,1
ASL24654,0,Train,0.0001965284463841202,0
AY559091,1,Train,0.9999054769359464,1
ABG89306,0,Train,0.0013492901183272327,0
QCQ19972,0,Train,0.0002132588357241448,0
ANI69824,1,Train,0.9675089015218603,1
ATG31094,0,Train,2.0846189565744487e-05,0
ALM09382,0,Train,0.00013976306315658567,0
ARK08651,1,Train,0.9984333644236596,1
QNS31084,0,Train,6.721947265510048e-05,0
AFC98504,0,Train,4.9283592778343056e-05,0
KY417146,1,Train,0.9704797979675416,1
ATG84888,1,Train,0.9379595971463932,1
QCB65306,0,Train,0.00033703613372617144,0
AYR18531,0,Train,0.024703577312822682,0
AZF86118,0,Train,0.021092644098557076,0
MK211378,0,Train,0.04435257922921097,0
AID66720,0,Train,8.204019592149397e-05,0
AY310120,1,Train,0.999737232245155,1
ALW82691,1,Train,0.931648398518003,1
AVU05410,0,Train,7.340581808865893e-05,0
ASY04643,0,Train,0.0001187154968147579,0
AKJ22049,0,Train,6.399223140821519e-05,0
ANA67923,0,Train,4.969048563134951e-05,0
QBA57558,0,Train,7.200682559071031e-05,0
AID56673,0,Train,9.175530400025215e-05,0
ARU07594,1,Train,0.9830972407330133,1
YP_009389425,0,Train,0.00010731727758035436,0
AY278487,1,Train,0.9998417998457397,1
AIA62352,0,Train,0.5639534428129768,1
ANA67919,0,Train,7.848453200160007e-05,0
ALA49341,1,Train,0.938349197323357,1
QDY92481,0,Train,7.079727923631135e-05,0
ARQ03269,0,Train,0.0001108327430673432,0
ABG89335,0,Train,0.004589915223868616,0
AKJ21887,0,Train,7.134935566396591e-05,0
ANA67915,0,Train,0.00017791331368752095,0
AFE85962,0,Train,0.00023374111805985818,0
AFU35754,0,Train,6.578063623925561e-05,0
AYV64549,1,Train,0.9331129637809007,1
AGY29650,0,Train,0.00643289653524554,0
QBF80521,1,Train,0.9177941147677195,1
ALB08246,1,Train,0.9445490441815259,1
ABN10866,1,Train,0.8211192814737417,1
