Accession,Binds,Source,Binds_prob,Binds_predicted
AKJ22085,0,Train,0.00010703637250131657,0
AGW27863,1,Train,0.9895616727521265,1
AID56703,0,Train,0.0004010119848533002,0
AFU92095,0,Train,0.0008746538006934962,0
AFH55121,0,Train,0.0006625843373950734,0
AY687355,1,Train,0.9998192393933019,1
AY572038,1,Train,0.9998255378911436,1
AVU05361,0,Train,0.0002599434294235449,0
ACT11019,0,Train,0.11443018535706596,0
AFD98820,1,Train,0.9927871042892632,1
APX42119,0,Train,0.00013736799323683672,0
AIA62271,0,Train,0.0006729322447017305,0
ANC28667,1,Train,0.9453915707865435,1
KJ473811,0,Train,8.812945798840514e-05,0
QCO95416,0,Train,0.00014118637747496758,0
AY613952,1,Train,0.9998238151170221,1
ATG84910,1,Train,0.9372488385149629,1
AKJ22019,0,Train,0.00020530209607390863,0
AVI57403,0,Train,0.007092398394386118,0
ASU45818,1,Train,0.953176155209512,1
ACN89723,0,Train,0.009842113428837155,0
YP_003767,1,Train,0.995956617459865,1
AKJ21773,0,Train,0.00013874143824943656,0
ASO96550,0,Train,0.0032195848635971497,0
AY278489,1,Train,0.9997352723488567,1
AY545919,1,Train,0.9997814935284174,1
QBP84704,1,Train,0.9988024430520858,1
AVR40344,1,Train,0.9973014712508713,1
AYR18493,0,Train,4.77728473519791e-05,0
AID57063,0,Train,0.00019175273204887318,0
AHI48550,1,Train,0.9343502304270667,1
AJP67414,0,Train,9.664601933631315e-05,0
AKJ21767,0,Train,7.429612720171843e-05,0
AHY04230,0,Train,0.00015168574848941867,0
ANY27031,0,Train,9.459190115317888e-05,0
ATG84756,1,Train,0.9490402388619732,1
AID56727,0,Train,0.0001346394390292831,0
AGT51551,1,Train,0.9502270555789734,1
QCX35167,0,Train,0.0001857672066722182,0
QBO24651,0,Train,0.0001571660203597686,0
QCQ19798,0,Train,0.00015223930963293445,0
QEE80059,0,Train,0.0005472254964517664,0
ACN71196,0,Train,0.00011001379841274708,0
AY687365,1,Train,0.9998420708096124,1
AIV41909,1,Train,0.9995660033459035,1
QDF43800,0,Train,0.00015651097110120702,0
ATG84855,1,Train,0.9703563490911122,1
QED88033,1,Train,0.9948054979769526,1
DQ412594,1,Train,0.9998568414740486,1
AKM76239,1,Train,0.9558636961735417,1
ARC95203,0,Train,0.03751131331389089,0
FJ882950,1,Train,0.9998729537552754,1
AY545915,1,Train,0.9998525189642405,1
AKS50222,0,Train,0.0001651351859776761,0
AVU05452,0,Train,0.0005184797966836806,0
AXN92260,1,Train,0.9103079378790931,1
ALA50080,1,Train,0.7232657265393169,1
AKJ21725,0,Train,0.00010758291154528848,0
ANF29272,1,Train,0.942002716002861,1
AIV41897,1,Train,0.9658796599409699,1
AKJ22133,0,Train,0.00010560011818317895,0
AXX83309,1,Train,0.9840518679377349,1
YP_009019182,0,Train,0.0014667509416703675,0
AY278490,1,Train,0.9998312869311067,1
APG30998,0,Train,0.0011958461114097397,0
AIV41891,1,Train,0.9993120130847292,1
ASU45807,1,Train,0.9363982319113766,1
AOS89611,0,Train,0.000499147836075349,0
AFU35753,0,Train,0.0001658283663691061,0
AJO26983,0,Train,0.0008741014852626639,0
AMZ01557,0,Train,0.0005954110280663036,0
ANA67917,0,Train,0.0002315044309113748,0
ARK08627,1,Train,0.9877477070488939,1
AMD11230,0,Train,0.00010815073128347105,0
AKJ21821,0,Train,0.0002268959226227776,0
AVU05340,0,Train,7.450948388508085e-05,0
AID56937,0,Train,0.00013905500490718633,0
AHN10812,1,Train,0.9389526452860462,1
AUM60024,0,Train,0.03525852549986015,0
AKN24830,1,Train,0.8968556318289289,1
AGT51366,1,Train,0.9947991739877168,1
ALA50151,1,Train,0.9936303532616707,1
AKA65829,0,Train,0.0012304948388086683,0
ASB16887,0,Train,0.0004591854152931261,0
YP_008439202,0,Train,0.12534304655187975,0
AIZ48760,1,Train,0.9328611649621726,1
AGV08584,1,Train,0.9511936928322824,1
QCC26581,0,Train,0.00043563743691813427,0
ANA67913,0,Train,7.576858825565644e-05,0
QHA24703,0,Train,1.8535335077111028e-05,0
ADC35472,0,Train,0.0008072523194848592,0
ABD75545,1,Train,0.9753142239288138,1
QBM11748,0,Train,0.6817897158466696,1
AY394997,1,Train,0.9997527819182184,1
AY707461,1,Train,0.995992900336978,1
ADL71476,0,Train,0.00032592576010870343,0
AQN78776,1,Train,0.9992266586226223,1
ASY91956,0,Train,0.00011826542058096732,0
AFW98998,0,Train,0.0004157887756282534,0
AFB74178,0,Train,0.0001334920609705329,0
ATN37888,0,Train,0.00918904613699381,0
AXX83369,1,Train,0.9836225149433961,1
AJP67408,0,Train,9.197344289484589e-05,0
AOM53008,0,Train,0.002413410803092604,0
AXX83351,1,Train,0.9823527405539568,1
ALA49671,1,Train,0.959505475992455,1
AXX83327,1,Train,0.986086920399635,1
ASU90142,1,Train,0.9577180294083689,1
AMN88686,1,Train,0.9921205048334022,1
ANI69835,1,Train,0.9593963150010298,1
AY687370,1,Train,0.9997448494355519,1
AIV41819,1,Train,0.9995966070955786,1
AMD11124,0,Train,0.001212809549954148,0
AKJ21857,0,Train,0.0001943095823784355,0
DQ412614,1,Train,0.9997838286530242,1
ALA49957,1,Train,0.9589117480658488,1
YP_009513010,0,Train,0.03578119529734868,0
ADL71446,0,Train,0.00036181584181280634,0
AVZ61129,0,Train,0.1638782672617129,0
AY394988,1,Train,0.9998072913204973,1
AY687360,1,Train,0.9998695085981365,1
ARJ54146,0,Train,0.0002847432008582687,0
AVI15011,0,Train,0.35544528386250973,0
AEN19366,1,Train,0.9994647557873257,1
QCQ19936,0,Train,0.00029672453122469623,0
AKH45326,0,Train,0.0003700071034890695,0
AY686863,1,Train,0.9996949221093435,1
AVU05445,0,Train,0.001635115847200243,0
YP_173238,1,Train,0.992522284080241,1
AST13215,0,Train,0.00033057944092014047,0
AVK78141,0,Train,0.00010632929755288009,0
ABP87990,0,Train,0.03765303256025866,0
AJP67450,0,Train,0.000498782760854971,0
AXN92228,1,Train,0.9326500869784156,1
ABP38279,0,Train,0.06044511883110168,0
AZL47198,0,Train,0.0009862094348341433,0
AOC38021,0,Train,0.00041391093567737003,0
AKJ21953,0,Train,0.0001540575833158267,0
ASL68941,1,Train,0.8013530981693123,1
AYR18481,0,Train,8.546188313341053e-05,0
ACT10916,0,Train,8.899765171693946e-05,0
QAS69029,0,Train,0.0001039825683158106,0
ALA50144,1,Train,0.9937773371362121,1
AFX81108,0,Train,4.4279841929735734e-05,0
QBR98161,0,Train,0.00012704860919109684,0
FJ882940,1,Train,0.9998549130834563,1
AFD97607,0,Train,0.002954991333857944,0
AGN29320,0,Train,0.0038725018489718793,0
AWM11480,0,Train,0.0002693387084437656,0
AFD98785,1,Train,0.9916793386550582,1
QCO95398,0,Train,0.0001907162501020392,0
AQW35013,0,Train,0.0007400004300219181,0
AXX83297,1,Train,0.9850889899158248,1
AVU05431,0,Train,0.0012107021798791293,0
AGT17749,0,Train,0.006654160452595505,0
AKJ21743,0,Train,0.00011205986515466844,0
AGT21360,1,Train,0.9938741049904573,1
AGV08492,1,Train,0.9318134564802254,1
AIX09799,1,Train,0.9995934859461562,1
QCC26595,0,Train,0.0005552792673179611,0
GU553363,1,Train,0.9998467669164325,1
KY417143,0,Train,0.010808379579506111,0
QDF43790,0,Train,0.000346105815563694,0
ARB07438,1,Train,0.9565456955226772,1
ATG84833,1,Train,0.9249983782194854,1
QCQ19960,0,Train,0.0001585190958181915,0
ASU62488,0,Train,0.00010734101385213323,0
QCQ19966,0,Train,0.00021180451737900512,0
ADL71497,0,Train,0.0008809642032818245,0
AGT51412,1,Train,0.9334810543132799,1
ABN10919,0,Train,6.605302115177457e-05,0
ALA49451,1,Train,0.9618102821116371,1
AVM80466,0,Train,0.00011261138083995416,0
APX42137,0,Train,9.565091928261454e-05,0
AQW35007,0,Train,0.00032117923510130756,0
AVU05417,0,Train,0.0008137624751533171,0
AIV41849,1,Train,0.9840699800490628,1
ARE29979,1,Train,0.9864947757907166,1
NP_150077,0,Train,0.11564746347130166,0
KC881005,1,Train,0.6237374673138367,1
AUF40275,0,Train,0.03315931962135855,0
AID56955,0,Train,0.00010354771479075385,0
ARK08661,1,Train,0.99814968975307,1
AXN73514,1,Train,0.9437906319288523,1
AFP36389,0,Train,0.0002140327558984843,0
AJO27003,0,Train,0.0003430599672774344,0
QHA24687,0,Train,0.012204639525181957,0
AVU05396,0,Train,0.00010475764327312083,0
AKJ22115,0,Train,8.746837554883407e-05,0
QCQ19900,0,Train,6.880219690034398e-05,0
ATN39872,1,Train,0.9971267196171211,1
ARC95219,0,Train,0.027626546484918742,0
ASU89966,1,Train,0.9399418075358474,1
AHF20045,0,Train,6.084513421146709e-05,0
AGT51700,1,Train,0.9980062526505884,1
AMD11175,0,Train,0.00010155544445888456,0
AVK87417,1,Train,0.9340168293852461,1
ASU90241,1,Train,0.966904250405685,1
ASU90340,1,Train,0.9511684976458652,1
KJ473815,0,Train,0.0032375889031632413,0
ANY27037,0,Train,0.00025001790636103186,0
QCQ20074,0,Train,0.004206747947053775,0
ABD75529,1,Train,0.9921344527478625,1
AID56709,0,Train,0.00012813024363225115,0
ADM33558,0,Train,1.1623318815824444e-05,0
AJC98127,1,Train,0.9293054416095431,1
AZL47216,0,Train,0.0006758927099302297,0
EU371563,1,Train,0.9997655578661475,1
QHA24696,0,Train,0.039385548192412696,0
ACT10970,0,Train,0.005133792575456532,0
AYN64561,1,Train,0.9623701278541499,1
ATG84723,1,Train,0.9469679295418053,1
ANI69889,1,Train,0.8261535148723335,1
ALM09370,0,Train,7.758926398499386e-05,0
AKP80631,0,Train,0.002595679220572563,0
QCO95410,0,Train,0.00015169527036593746,0
NC_014470,0,Train,0.09514513947770314,0
QBP84740,1,Train,0.99924615657152,1
AHI48528,1,Train,0.9331348397468423,1
AIV41777,1,Train,0.9730498796227526,1
DQ412619,1,Train,0.9994891223630962,1
AFB74177,0,Train,6.26029868930141e-05,0
ABD75617,1,Train,0.9684585749707545,1
AH013708,1,Train,0.9994728978923003,1
ADO39817,0,Train,0.0004786710176856356,0
AXX83333,1,Train,0.998703558935669,1
AVN89291,0,Train,0.661662403629199,1
ALA50130,1,Train,0.9940944798322585,1
AYR18679,0,Train,0.004200475042794496,0
AFU92113,0,Train,5.0652874845727933e-05,0
APF29061,1,Train,0.9850481370078543,1
AKJ22193,0,Train,0.00010975151528826909,0
AZS18878,0,Train,0.0006440292336740992,0
AQZ41296,1,Train,0.9356871265858937,1
AY559090,1,Train,0.8675231538227883,1
AID56793,0,Train,0.00012028098509824874,0
ANI85788,0,Train,0.00019915601188421743,0
AKJ21863,0,Train,0.0002665154434782259,0
ATP16757,1,Train,0.9353296232781285,1
QGA70692,0,Train,0.0628046694088713,0
ANI85764,0,Train,0.00013267630872275719,0
ANI85728,0,Train,0.0001685563568381471,0
QCO95404,0,Train,0.00016160591018682293,0
AMD11208,0,Train,0.0001291716455955536,0
APD51499,1,Train,0.7732830343533513,1
AHB33326,1,Train,0.9467771034174672,1
AKJ22001,0,Train,0.00011541774573328294,0
ASW30994,0,Train,0.007194169090842271,0
AID56925,0,Train,0.00018625274948368698,0
ARB07425,1,Train,0.9933374529640627,1
FJ588686,0,Train,0.013159649309603292,0
AMK59677,1,Train,0.970012752621771,1
ASU90549,1,Train,0.9552524742374748,1
AFU35751,0,Train,0.0001594341726764115,0
DQ412609,1,Train,0.9997818148631713,1
AY394999,1,Train,0.9998398868658972,1
YP_009199242,0,Train,0.0054698351592584495,0
AKJ22205,0,Train,0.00010112351619570169,0
ACJ66977,0,Train,0.11009939609498165,0
AKV62619,0,Train,0.0002868331466879988,0
AY687372,1,Train,0.9998586743177259,1
AIX09807,1,Train,0.9996004148678935,1
AY278554,1,Train,0.9998761629051672,1
QGJ03659,0,Train,0.0008775424238717038,0
AID56763,0,Train,0.00019525463780147335,0
AGZ84526,0,Train,0.00037481970616085487,0
QED88026,1,Train,0.9781103626546716,1
AKR05184,0,Train,0.00013248849488005124,0
ASU90197,1,Train,0.932772709823112,1
MK211374,0,Train,0.007119050841156419,0
KF294457,0,Train,0.0037992137450145137,0
AVN88332,0,Train,0.06406312988544681,0
AGT51680,1,Train,0.9356933815091125,1
ANI85776,0,Train,0.00013735389130337862,0
AJO26993,0,Train,0.0006450832937103519,0
ALA50137,1,Train,0.9942227088674941,1
AY394987,1,Train,0.9998823456758023,1
QCQ19852,0,Train,0.00029817463124369247,0
AJD81440,1,Train,0.9391287481109443,1
QCC26588,0,Train,0.00045635599579868204,0
FJ882941,1,Train,0.9998806728799368,1
ARE30017,1,Train,0.9997182277915019,1
ASU89944,1,Train,0.9630479670546308,1
AYR18505,0,Train,8.925408103239612e-06,0
AAL57308,0,Train,0.1650345615993143,0
AID56721,0,Train,5.6624265261987436e-05,0
AFE85969,0,Train,0.004116215083269383,0
ALL27308,0,Train,0.0003031680339162041,0
ALM09359,0,Train,7.842802649755422e-05,0
AY687359,1,Train,0.9998417472932566,1
ALP06210,0,Train,0.0003346545152731186,0
QBM11737,0,Train,0.652353224815234,1
AY687361,1,Train,0.9997049198428926,1
KY417152,1,Train,0.9538628363928713,1
AID56679,0,Train,0.00015144201860717337,0
AYR18585,0,Train,0.0052815190339045035,0
QDE12097,0,Train,0.0001094643283843739,0
QEJ82215,1,Train,0.9325165281482581,1
AGT51324,1,Train,0.9930877223192922,1
ANJ04974,0,Train,0.13159191161076483,0
ACT10876,0,Train,0.00032202617174224125,0
AID56895,0,Train,0.0001342569848653692,0
AVR40342,1,Train,0.99915837148252,1
DQ071615,0,Train,0.004349082254033876,0
AY429077,1,Train,0.9998390383946737,1
AKS50238,0,Train,0.00016588089076182772,0
QCQ20002,0,Train,0.00020521075167706287,0
APD51507,1,Train,0.6403189121126318,1
AID57057,0,Train,0.00014171847236535502,0
AIV41903,1,Train,0.9994594491055317,1
AWU59321,1,Train,0.9778377120033777,1
ALA49374,1,Train,0.9266760506779496,1
AGV08390,1,Train,0.9507931356154862,1
AY394992,1,Train,0.9998064467502586,1
ANA67916,0,Train,0.0002412746013829231,0
YP_009328935,0,Train,0.007791312928275099,0
ART85697,0,Train,0.00010269929285798602,0
AFO11517,0,Train,0.050524770920499985,0
YP_009273005,0,Train,0.00032135228966741463,0
ACT10865,0,Train,0.0003980159847331384,0
DQ514530,1,Train,0.9999139922253628,1
QGV13484,0,Train,0.6998361150481072,1
YP_001718612,0,Train,0.0011908822038219755,0
AVZ61109,0,Train,0.18160336349525769,0
ALA49649,1,Train,0.9424030981658755,1
KY417145,0,Train,0.0024588904314404884,0
AGV08379,1,Train,0.9573494000243293,1
AXK47358,0,Train,0.0005208353368623883,0
QFG01688,0,Train,0.0017392292937516351,0
QBF80598,1,Train,0.9592760022817843,1
ARM65496,0,Train,0.00016127691627409899,0
QCQ20056,0,Train,0.0005341483747691321,0
AXG21654,1,Train,0.973764409328635,1
AY394977,1,Train,0.9998348223208384,1
QGW51920,1,Train,0.9388018664880485,1
ACN89696,0,Train,2.9409655269644388e-05,0
AWV57048,0,Train,0.00013203684899133175,0
AOM53015,0,Train,0.0034390459584671498,0
AKJ21845,0,Train,0.000145556698079239,0
AJC98135,1,Train,0.9663284294718534,1
AWM11486,0,Train,0.0006472058446334206,0
AFR79250,1,Train,0.9943907908313505,1
ACJ66990,0,Train,0.09374394832919285,0
QCW07226,0,Train,0.0004517580138401675,0
AFP23843,0,Train,0.00038988291583956123,0
QBF80611,1,Train,0.9409299919484473,1
AIR95864,0,Train,0.0013368404635530988,0
AYR18616,0,Train,0.15472652656090585,0
AYR18436,0,Train,6.869362229826507e-06,0
ASU90186,1,Train,0.9404084278201877,1
ARK08642,1,Train,0.9837049451414152,1
QCQ19942,0,Train,0.0004116450809546101,0
AIE15935,0,Train,0.00019135140729415267,0
AFU35750,0,Train,0.0001471442190741154,0
ARM65490,0,Train,0.0026077404686619073,0
ABP38236,0,Train,0.11199314378006053,0
ALM09364,0,Train,7.523870971362013e-05,0
AQN78664,1,Train,0.9998003463669226,1
QBA57545,0,Train,7.848952154128637e-05,0
ARD05999,0,Train,0.31087702098662423,0
ATG84745,1,Train,0.9445274669383428,1
AYR18599,0,Train,0.3923487329510461,0
ALA50067,1,Train,0.9563790767614372,1
AVN89376,0,Train,0.7262305896213611,1
ANC68207,0,Train,0.0003094545220733559,0
ASU90329,1,Train,0.9512703312685227,1
AY279354,1,Train,0.9998931863978004,1
AXX83381,1,Train,0.9974897111062138,1
ASL24654,0,Train,0.0005231424646532201,0
AY559091,1,Train,0.9999010386893878,1
ABG89306,0,Train,0.00016122286923578771,0
QCQ19972,0,Train,0.0003471849188628044,0
ANI69824,1,Train,0.9672003615815933,1
ATG31094,0,Train,0.00014782779536767743,0
ALM09382,0,Train,4.047666357897249e-05,0
ARK08651,1,Train,0.9974946752310238,1
AFC98504,0,Train,9.321335501298593e-05,0
KY417146,1,Train,0.9917069113551423,1
ATG84888,1,Train,0.9526267583694448,1
QCB65306,0,Train,0.0011809627918354345,0
AYR18531,0,Train,0.014268883906399856,0
AZF86118,0,Train,0.0042117786258745555,0
MK211378,0,Train,0.005227578377147089,0
AID66720,0,Train,0.0001592634863341646,0
AY310120,1,Train,0.9997988657726138,1
ALW82691,1,Train,0.9368528142442191,1
AVU05410,0,Train,0.0001559568320332868,0
ASY04643,0,Train,0.00012307609975446344,0
AKJ22049,0,Train,0.00016181410825372408,0
ANA67923,0,Train,0.0002815181914935878,0
QBA57558,0,Train,0.0003930981613052931,0
AID56673,0,Train,0.00021653543670978667,0
ARU07594,1,Train,0.9924548017290785,1
YP_009389425,0,Train,0.0001266691864702285,0
AY278487,1,Train,0.9998591092723742,1
AIA62352,0,Train,0.17698360317321596,0
ANA67919,0,Train,0.0002129236365334528,0
ALA49341,1,Train,0.9602420427853213,1
QDY92481,0,Train,0.00026119136546550614,0
ARQ03269,0,Train,0.00029820628587716745,0
ABG89335,0,Train,0.0002939721211370944,0
AKJ21887,0,Train,0.00015392743117747956,0
ANA67915,0,Train,0.0002783143779385976,0
AFE85962,0,Train,0.0007086383400907345,0
AFU35754,0,Train,0.00020238997196780445,0
AYV64549,1,Train,0.9447948438136035,1
AGY29650,0,Train,0.0044312093829915284,0
QBF80521,1,Train,0.9454463665853103,1
ALB08246,1,Train,0.9520541333981729,1
ABN10866,1,Train,0.7895495477240759,1
FJ882944,1,Train,0.9998041969515583,1
AXK47352,0,Train,0.0001671577383978534,0
AY394979,1,Train,0.9998069814315059,1
AKJ21905,0,Train,0.00012905367090856407,0
QGJ02389,0,Train,0.0005924657353421659,0
AGT51690,1,Train,0.9970438019647787,1
QCQ19918,0,Train,0.00016442284958492157,0
JX993987,0,Train,0.002901622606331065,0
AQX36342,0,Train,0.00023202591869377415,0
AIV41789,1,Train,0.9682708156120344,1
AQT26498,0,Train,0.09569626835083792,0
QCQ19990,0,Train,0.00034059146046660024,0
AFV46344,0,Train,0.0002082106144049259,0
AGT51630,1,Train,0.9980806953406695,1
AKP80589,0,Train,0.0002062447154038051,0
YP_003858584,0,Train,0.09514513947770314,0
YP_009201730,0,Train,0.002830954381868354,0
AHN64774,1,Train,0.6953505356659402,1
AGH58717,1,Train,0.8994730233389548,1
AFH55111,0,Train,0.0004134577301238902,0
AIF73529,0,Train,0.0002016881280200581,0
AXE71621,0,Train,0.00037853905173615367,0
AYR18442,0,Train,0.00016125424968465067,0
AVN89365,0,Train,0.7420810388343515,1
ALM31944,0,Train,0.00017075001019121143,0
AGT51790,1,Train,0.998967459880402,1
ASU90857,1,Train,0.9158048823083165,1
AKJ22127,0,Train,0.00016217306813993772,0
AY351680,1,Train,0.8775318084615138,1
GQ153543,0,Train,0.011297926251145708,0
AZP73840,1,Train,0.9975833937623504,1
ABD75497,1,Train,0.9935813599299249,1
AVU05389,0,Train,0.0003954544838376209,0
AWK59931,1,Train,0.9901879626779101,1
AIV41801,1,Train,0.9995210112913774,1
AYR18499,0,Train,9.675217491972933e-06,0
AQN78744,1,Train,0.9997969638744718,1
ACN89705,0,Train,2.9313763510266823e-05,0
AVU05424,0,Train,0.00017328416880974695,0
QGA70702,0,Train,0.0670843639762153,0
AIV41921,1,Train,0.9996301357580393,1
ASU90373,1,Train,0.9215061020705789,1
ADM33574,0,Train,1.276153600398579e-05,0
ANA67920,0,Train,0.00024124264624521692,0
ALM31932,0,Train,0.00013547722265070913,0
QCQ19954,0,Train,0.00032533129438138233,0
ASR18946,0,Train,0.0012159574747418664,0
KJ473813,0,Train,0.0002571206602209195,0
AYR18652,0,Train,0.004782288995752011,0
AY429075,1,Train,0.9998802963729316,1
