Accession,Virus,Host_agg,Species_agg,vsWuhan,vsTor2,vsMers,vsOC43,vsHKU1,vs229E,vsNL63,MaxSim,Binds,Source,Binds_prob,Binds_predicted
DQ412609,SARS coronavirus isolate CUHKtc32NP spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,75.88,99.76,34.7,37.15,34.92,34.8,30.17,99.76,1,Train,0.9577207747202688,1
DQ412628,SARS coronavirus isolate CUHKtc53L spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,75.96,99.76,34.7,37.15,34.92,34.8,30.17,99.76,1,Train,0.9338819785843884,1
JX162087,SARS coronavirus ExoN1 isolate c5P10,Homo sapiens,SARS-CoV-1,75.88,99.76,34.72,37.37,34.92,34.8,30.26,99.76,1,Train,0.9564555099627547,1
EU371563,SARS coronavirus BJ182-8,Homo sapiens,SARS-CoV-1,75.88,99.76,34.7,37.37,34.79,34.64,30.13,99.76,1,Train,0.9345570460458112,1
AY654624,SARS coronavirus TJF,Homo sapiens,SARS-CoV-1,75.88,99.68,34.79,37.15,34.79,34.11,30.26,99.68,1,Train,0.9717927222601622,1
FJ882942,SARS coronavirus MA15 ExoN1 isolate P3pp5,Murine,Sarbecovirus,75.88,99.68,34.79,37.02,34.66,34.8,30.26,99.68,0,Train,0.9199987999947176,1
AY429072,SARS coronavirus BJ302 clone 1 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.88,99.68,34.63,37.15,34.92,34.97,30.38,99.68,1,Train,0.953464067077654,1
DQ412617,SARS coronavirus isolate CUHKtc42NP spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,75.88,99.76,34.79,37.15,34.92,34.8,30.26,99.76,1,Train,0.9335022286550044,1
JX163926,SARS coronavirus Tor2 isolate Tor2/FP1-10912,Minks,Sarbecovirus,75.88,99.84,34.79,37.15,34.92,34.8,29.89,99.84,1,Train,0.9386927343419176,1
DQ412614,SARS coronavirus isolate CUHKtc38NP spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,75.96,99.76,34.79,37.15,34.92,34.8,30.26,99.76,1,Train,0.9284133658043748,1
HQ890534,SARS coronavirus MA15 ExoN1 isolate d2om1,Murine,Sarbecovirus,75.88,99.76,34.79,37.15,34.92,34.8,30.26,99.76,0,Train,0.9199863786610089,1
FJ882940,SARS coronavirus ExoN1 isolate P3pp37,Homo sapiens,SARS-CoV-1,75.96,99.68,34.82,37.29,35.05,35.13,30.5,99.68,1,Train,0.9450590436993286,1
FJ882956,SARS coronavirus ExoN1 isolate P3pp53,Homo sapiens,SARS-CoV-1,76.04,99.76,34.79,37.15,34.92,34.97,30.38,99.76,1,Test,0.952219362510836,1
AY394992,SARS coronavirus HZS2-C,Homo sapiens,SARS-CoV-1,76.04,99.68,34.63,37.02,34.79,34.8,30.13,99.68,1,Train,0.933516463171477,1
EU371562,SARS coronavirus BJ182-4,Homo sapiens,SARS-CoV-1,75.9,99.68,34.7,37.37,34.79,34.64,30.13,99.68,1,Train,0.9457956922482824,1
FJ882941,SARS coronavirus ExoN1 isolate P3pp8,Homo sapiens,SARS-CoV-1,76.04,99.68,34.7,37.15,34.92,34.97,30.26,99.68,1,Test,0.9484105267002624,1
AY559093,SARS coronavirus Sin845,Homo sapiens,SARS-CoV-1,75.88,99.76,34.79,37.15,34.92,34.64,30.13,99.76,1,Train,0.9589590737338476,1
FJ882944,SARS coronavirus ExoN1 isolate P3pp23,Homo sapiens,SARS-CoV-1,76.12,99.76,34.79,37.15,34.92,34.97,30.38,99.76,1,Train,0.9456498189329554,1
EU371560,SARS coronavirus BJ182a,Homo sapiens,SARS-CoV-1,75.72,99.6,34.6,37.24,34.66,34.31,30.01,99.6,1,Train,0.9597434412723906,1
AY278487,SARS coronavirus BJ02,Homo sapiens,SARS-CoV-1,76.12,99.68,34.7,37.15,34.92,34.8,30.26,99.68,1,Train,0.9581128386285996,1
FJ882960,SARS coronavirus ExoN1 isolate P3pp34,Homo sapiens,SARS-CoV-1,76.04,99.76,34.7,37.02,34.79,34.8,30.38,99.76,1,Train,0.9143188087918436,1
AB263618,SARS coronavirus Frankfurt1-v01 S gene for spike glycoprotein,Homo sapiens,SARS-CoV-1,75.72,99.6,34.82,37.37,34.92,34.97,30.26,99.6,1,Train,0.9081384407057445,1
AY648300,SARS coronavirus HHS-2004 spike protein (S) mRNA,Homo sapiens,SARS-CoV-1,75.88,99.52,34.7,37.02,34.79,34.64,29.93,99.52,1,Train,0.9431586128885608,1
FJ882929,SARS coronavirus ExoN1 isolate P3pp1,Homo sapiens,SARS-CoV-1,75.96,99.6,34.79,37.15,34.79,34.81,30.38,99.6,1,Train,0.926686437169556,1
AY394985,SARS coronavirus HSZ-Bb,Homo sapiens,SARS-CoV-1,76.12,99.6,34.79,37.29,34.79,34.8,30.26,99.6,1,Train,0.941576710610512,1
AY278490,SARS coronavirus BJ03,Homo sapiens,SARS-CoV-1,76.19,99.52,34.63,37.02,34.92,34.8,30.26,99.52,1,Test,0.9419017884594716,1
DQ514532,SARS coronavirus CS24 spike glycoprotein gene,Civet,Sarbecovirus,75.96,99.68,34.98,37.15,34.92,34.8,30.13,99.68,1,Train,0.9707557419357562,1
DQ514531,SARS coronavirus CS21 spike glycoprotein gene,Civet,Sarbecovirus,76.04,99.6,35.08,37.15,34.92,34.8,30.26,99.6,1,Test,0.9828688269670464,1
KF514407,SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c5.7P20/2010,Homo sapiens,SARS-CoV-1,75.88,99.6,34.19,37.37,34.92,34.64,30.38,99.6,1,Train,0.9317840225387212,1
AY304495,SARS coronavirus GZ50,Homo sapiens,SARS-CoV-1,76.12,99.6,34.79,37.29,34.79,34.8,30.26,99.6,1,Train,0.9228827588637516,1
AY394977,SARS coronavirus GZ-A,Homo sapiens,SARS-CoV-1,76.12,99.68,34.79,37.29,34.79,34.8,30.26,99.68,1,Train,0.9042860155735676,1
AY394986,SARS coronavirus HSZ-Cb,Homo sapiens,SARS-CoV-1,76.04,99.52,34.79,37.48,34.79,34.8,30.26,99.52,1,Train,0.9489398363902328,1
EU371564,SARS coronavirus BJ182-12,Homo sapiens,SARS-CoV-1,75.8,99.6,34.7,37.37,34.79,34.32,29.88,99.6,1,Train,0.8911952453854437,1
AY429077,SARS coronavirus BJ302 clone 6 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.8,99.52,34.98,37.15,34.92,34.97,30.38,99.52,1,Train,0.9510312035187816,1
AY429074,SARS coronavirus BJ302 clone 3 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.8,99.52,34.44,37.02,34.79,34.97,30.38,99.52,1,Train,0.957670059618201,1
AY429075,SARS coronavirus BJ302 clone 4 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.8,99.52,34.79,37.02,34.79,34.97,30.38,99.52,1,Train,0.9531768870831852,1
AB257344,SARS coronavirus Frankfurt 1 genomic RNA,Homo sapiens,SARS-CoV-1,75.8,99.44,34.79,37.24,34.66,34.8,30.13,99.44,1,Train,0.9417982558690458,1
AY394988,SARS coronavirus JMD,Homo sapiens,SARS-CoV-1,76.35,99.44,34.7,37.29,34.79,34.8,30.26,99.44,1,Train,0.9444736444828123,1
DQ514530,SARS coronavirus ES260 spike glycoprotein gene,Civet,Sarbecovirus,76.12,99.44,35.17,37.15,34.92,34.8,30.26,99.44,1,Test,0.9888762176596874,1
AY429073,SARS coronavirus BJ302 clone 2 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.72,99.44,34.79,37.02,34.79,34.97,30.38,99.44,1,Train,0.9463021001903316,1
AY390556,SARS coronavirus GZ02,Homo sapiens,SARS-CoV-1,76.27,99.36,34.7,37.29,34.79,34.8,30.26,99.36,1,Train,0.956674001585058,1
DQ640652,SARS coronavirus GDH-BJH01,Homo sapiens,SARS-CoV-1,76.12,99.44,34.82,37.29,34.92,34.8,29.94,99.44,1,Train,0.9123305817158572,1
AH012999,SARS coronavirus Shanhgai LY polyprotein gene,Homo sapiens,SARS-CoV-1,75.72,99.44,34.7,37.02,34.79,34.48,30.01,99.44,1,Train,0.9378805387865448,1
AY394997,SARS coronavirus ZS-A,Homo sapiens,SARS-CoV-1,76.43,99.36,34.7,37.29,34.79,34.8,30.26,99.36,1,Train,0.9440764626811768,1
DQ514529,SARS coronavirus ES191 spike glycoprotein gene,Civet,Sarbecovirus,76.04,99.28,35.17,37.29,34.92,34.64,30.13,99.28,1,Train,0.9777939570688337,1
AY278489,SARS coronavirus GD01,Homo sapiens,SARS-CoV-1,76.19,99.28,34.6,37.29,34.92,34.8,30.38,99.28,1,Train,0.9643995784889192,1
AY429076,SARS coronavirus BJ302 clone 5 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.72,99.36,34.79,37.02,34.79,34.97,30.38,99.36,1,Train,0.956723777552738,1
AY429079,SARS coronavirus BJ302 clone 8 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.72,99.36,34.79,37.02,34.79,34.97,30.38,99.36,1,Train,0.9656301004787652,1
AY394981,SARS coronavirus HGZ8L1-A,Homo sapiens,SARS-CoV-1,76.35,99.2,34.7,37.29,34.79,34.64,30.26,99.2,1,Test,0.9248138155139224,1
DQ514528,SARS coronavirus WF188 spike glycoprotein gene,Civet,Sarbecovirus,76.04,98.96,35.08,37.15,35.05,34.49,30.11,98.96,1,Train,0.9907826573314016,1
AY304491,SARS coronavirus GZ60,Homo sapiens,SARS-CoV-1,76.35,99.12,34.7,37.29,34.92,34.33,30.26,99.12,1,Train,0.9459501205105336,1
AY304490,SARS coronavirus GZ43,Homo sapiens,SARS-CoV-1,76.35,98.96,34.7,37.29,34.92,34.33,30.26,98.96,1,Train,0.9500370113821556,1
AY627045,SARS coronavirus PC4-137 spike glycoprotein gene,Civet,Sarbecovirus,76.12,98.73,35.17,37.29,34.92,34.49,30.45,98.73,1,Train,0.9676141152328632,1
AY627048,SARS coronavirus PC4-241 spike glycoprotein gene,Civet,Sarbecovirus,76.04,98.73,35.08,37.29,34.92,34.49,30.45,98.73,1,Train,0.9742425067726118,1
AY572036,SARS coronavirus civet014 spike glycoprotein gene,Civet,Sarbecovirus,75.96,98.65,35.08,37.29,34.92,34.49,30.45,98.65,1,Train,0.97261166498095,1
AY613950,SARS coronavirus PC4-227,Civet,Sarbecovirus,75.96,98.65,35.08,37.29,34.92,34.49,30.45,98.65,1,Train,0.9756354351676032,1
AY627047,SARS coronavirus PC4-199 spike glycoprotein gene,Civet,Sarbecovirus,76.04,98.65,35.17,37.29,34.92,34.49,30.45,98.65,1,Train,0.9632225416626504,1
AY525636,SARS coronavirus GD03T0013 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.88,98.57,35.08,37.29,34.92,34.49,30.45,98.57,1,Train,0.9752075627967136,1
AY687365,SARS coronavirus C013 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.57,34.98,37.29,34.92,34.49,30.45,98.57,1,Train,0.9627265856929592,1
AY304486,SARS coronavirus SZ3,Civet,Sarbecovirus,76.19,98.57,34.6,37.15,34.79,34.49,30.26,98.57,1,Train,0.96407601490038,1
AY545915,SARS coronavirus isolate HC/SZ/DM1/03,Civet,Sarbecovirus,75.96,98.65,35.08,37.29,34.92,34.49,30.45,98.65,1,Train,0.978160541420315,1
AY687356,SARS coronavirus A021 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.57,35.08,37.29,34.92,34.49,30.05,98.57,1,Train,0.9804256616008012,1
AY687372,SARS coronavirus C029 spike glycoprotein gene,Civet,Sarbecovirus,76.04,98.57,35.08,37.29,34.92,34.49,30.45,98.57,1,Train,0.9721477810142284,1
AY572038,SARS coronavirus civet020,Civet,Sarbecovirus,75.96,98.57,35.08,37.29,34.92,34.49,30.45,98.57,1,Train,0.9673068466810164,1
AY613947,SARS coronavirus GZ0402,Homo sapiens,SARS-CoV-1,76.04,98.57,34.82,37.15,34.79,34.33,30.24,98.57,1,Train,0.9852021756260358,1
AY687355,SARS coronavirus A013 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.49,34.98,37.29,34.92,34.33,30.33,98.49,1,Train,0.969634944589627,1
AY613952,SARS coronavirus PC4-205 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.49,35.08,37.29,34.92,34.49,30.45,98.49,1,Train,0.9587423492767964,1
AY687360,SARS coronavirus B024 spike glycoprotein gene,Civet,Sarbecovirus,75.96,98.57,34.72,37.29,34.92,34.49,30.45,98.57,1,Train,0.9834089036326142,1
AY687362,SARS coronavirus B033 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.49,34.98,37.29,34.92,34.49,30.16,98.49,1,Train,0.9595761587471704,1
AY304488,SARS coronavirus SZ16,Civet,Sarbecovirus,76.19,98.49,34.6,37.15,34.79,34.49,30.26,98.49,1,Test,0.9575167331390562,1
AY572037,SARS coronavirus civet019 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.49,35.08,37.29,34.92,34.49,30.03,98.49,1,Train,0.9741895862758496,1
AY687359,SARS coronavirus B012 spike glycoprotein gene,Civet,Sarbecovirus,75.8,98.49,34.89,37.02,34.66,34.17,30.21,98.49,1,Train,0.9550163506792292,1
AY687370,SARS coronavirus C025 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.41,35.2,37.42,34.84,34.49,30.45,98.41,1,Train,0.965935293977538,1
AY687354,SARS coronavirus A001 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.49,34.86,37.29,34.92,34.49,30.12,98.49,1,Train,0.96395912641471,1
AY687361,SARS coronavirus B029 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.41,35.08,37.29,34.92,34.49,30.12,98.41,1,Train,0.966042140019806,1
AY304489,SARS coronavirus SZ1,Civet,Sarbecovirus,76.19,98.41,34.6,37.15,34.79,34.49,30.26,98.41,1,Train,0.959650350165802,1
FJ959407,SARS coronavirus isolate A001,Civet,Sarbecovirus,75.8,98.33,34.98,37.29,34.92,34.49,30.16,98.33,1,Train,0.942115814965184,1
AY687371,SARS coronavirus C028 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.41,35.2,37.29,34.92,34.49,30.33,98.41,1,Test,0.9640693458427472,1
AY515512,SARS coronavirus HC/SZ/61/03,Civet,Sarbecovirus,75.8,98.41,35.08,37.29,34.92,34.49,30.37,98.41,1,Train,0.9677872779068204,1
AY613948,SARS coronavirus PC4-13,Civet,Sarbecovirus,75.88,98.41,35.08,37.29,34.92,34.49,30.12,98.41,1,Train,0.9639785019839688,1
AY545919,SARS coronavirus isolate CFB/SZ/94/03,Minks,Sarbecovirus,76.12,98.33,35.08,37.29,34.92,34.49,30.45,98.33,1,Train,0.9614528062853884,1
AY687368,SARS coronavirus C018 spike glycoprotein gene,Civet,Sarbecovirus,75.96,98.41,34.72,37.29,34.92,34.49,30.45,98.41,1,Train,0.970375881704156,1
AY572034,SARS coronavirus civet007,Civet,Sarbecovirus,75.8,98.33,35.08,37.29,34.92,34.49,30.03,98.33,1,Train,0.9670644445066148,1
AY686863,SARS coronavirus A022,Civet,Sarbecovirus,75.8,98.25,35.08,37.29,34.92,34.49,30.03,98.25,1,Train,0.963770455012876,1
KY417150,Bat SARS-like coronavirus isolate Rs4874,Bat,Sarbecovirus,77.07,96.97,34.26,37.29,34.54,34.33,30.01,96.97,1,Train,0.9813408191726258,1
KT444582,SARS-like coronavirus WIV16,Bat,Sarbecovirus,77.07,96.89,34.26,37.29,34.54,34.33,30.01,96.89,1,Train,0.9802099618011572,1
KY417146,Bat SARS-like coronavirus isolate Rs4231,Bat,Sarbecovirus,76.92,94.58,34.28,37.02,34.41,34.33,29.89,94.58,1,Test,0.5913455619909964,1
AH013709,SARS coronavirus Sin_WNV,Homo sapiens,SARS-CoV-1,74.83,99.92,34.01,36.85,34.44,34.01,29.68,99.92,1,Train,0.9992902409557428,1
MK211376,Coronavirus BtRs-BetaCoV/YN2018B,Bat,Sarbecovirus,76.92,92.42,34.26,37.29,34.54,34.33,29.89,92.42,1,Train,0.9752909660720104,1
KY417151,Bat SARS-like coronavirus isolate Rs7327,Bat,Sarbecovirus,77.0,92.5,34.26,37.29,34.54,34.69,30.13,92.5,1,Train,0.9651924389975348,1
KY417152,Bat SARS-like coronavirus isolate Rs9401,Bat,Sarbecovirus,76.84,92.42,34.26,37.29,34.54,34.69,30.13,92.42,1,Train,0.9675679325613502,1
KF367457,Bat SARS-like coronavirus WIV1,Bat,Sarbecovirus,77.07,92.26,34.26,37.29,34.54,34.33,30.01,92.26,1,Train,0.9823468321236516,1
KC881006,Bat SARS-like coronavirus Rs3367,Bat,Sarbecovirus,77.0,92.26,34.26,37.42,34.66,34.33,30.01,92.26,1,Train,0.9798085713032856,1
DQ412619,SARS coronavirus isolate CUHKtc44NP nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.26,99.91,34.79,37.15,34.92,34.8,30.26,99.91,1,Test,0.9393263628856346,1
DQ412627,SARS coronavirus isolate CUHKtc52TS nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.18,99.83,34.79,37.15,34.92,34.8,30.26,99.83,1,Train,0.9262220552185584,1
AH013708,SARS coronavirus Sin0409,Homo sapiens,SARS-CoV-1,78.18,99.83,34.7,37.15,34.92,34.8,30.26,99.83,1,Train,0.9385188095761696,1
DQ412622,SARS coronavirus isolate CUHKtc47NP nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.18,99.83,34.7,37.15,34.92,34.8,30.17,99.83,1,Train,0.9339676051614262,1
DQ412623,SARS coronavirus isolate CUHKtc48TS nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.26,99.83,34.79,37.15,34.92,34.8,30.26,99.83,1,Test,0.9281766486371464,1
DQ412599,SARS coronavirus isolate CUHKtc19NP nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.18,99.83,34.45,37.15,34.92,34.8,30.26,99.83,1,Train,0.933379870849294,1
DQ412606,SARS coronavirus isolate CUHKtc29NP nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.18,99.74,34.7,37.15,34.92,34.8,30.17,99.74,1,Train,0.9219149980975396,1
KC881005,Bat SARS-like coronavirus RsSHC014,Bat,Sarbecovirus,77.31,90.03,34.28,37.29,34.54,34.33,29.89,90.03,1,Train,0.847137471360973,1
KY417144,Bat SARS-like coronavirus isolate Rs4084,Bat,Sarbecovirus,77.23,89.95,34.28,37.29,34.54,34.33,29.89,89.95,1,Train,0.8587605247622881,1
KF569997,Rhinolophus affinis coronavirus isolate LYRa3 spike protein gene,Bat,Sarbecovirus,77.41,89.71,34.6,37.55,34.58,34.85,30.34,89.71,0,Train,0.7608222466810685,1
KF569996,Rhinolophus affinis coronavirus isolate LYRa11,Bat,Sarbecovirus,77.73,89.63,34.51,37.55,34.58,34.85,30.26,89.63,1,Train,0.8552744039157293,1
MT782114,Mutant Bat SARS coronavirus HKU3 isolate icHKU3-SRBD,Bat,Sarbecovirus,77.38,83.98,35.07,38.01,35.23,34.36,30.47,83.98,0,Train,0.1555381526343602,0
MT782115,Mutant Bat SARS coronavirus HKU3 isolate icHKU3-SRBD-MA,Bat,Sarbecovirus,77.3,83.9,35.07,38.01,35.23,34.36,30.47,83.9,0,Train,0.1216163249890462,0
AY559097,SARS coronavirus Sin3408L,Homo sapiens,SARS-CoV-1,68.42,98.64,33.82,36.4,35.06,35.97,29.86,98.64,1,Test,0.9987338382142604,1
KJ473816,BtRs-BetaCoV/YN2013,Bat,Sarbecovirus,75.24,79.68,34.94,37.81,35.23,35.01,30.38,79.68,0,Train,0.0434580572936969,0
JX993988,Bat coronavirus Cp/Yunnan2011,Bat,Sarbecovirus,74.86,79.38,35.38,37.42,34.58,35.17,30.61,79.38,0,Train,0.0150108515271477,0
MK211374,Coronavirus BtRl-BetaCoV/SC2018,Bat,Sarbecovirus,74.69,79.79,35.15,37.68,34.45,34.54,30.47,79.79,0,Train,0.0074111963885374,0
KJ473815,BtRs-BetaCoV/GX2013,Bat,Sarbecovirus,75.41,79.22,35.15,37.61,34.84,34.85,30.43,79.22,0,Train,0.0024437559823706,0
DQ412043,Bat SARS coronavirus Rm1,Bat,Sarbecovirus,74.75,79.06,35.02,37.68,34.84,35.17,30.61,79.06,0,Train,0.0042908658586113,0
DQ648857,Bat coronavirus (BtCoV/279/2005),Bat,Sarbecovirus,74.75,78.98,35.02,37.75,34.84,35.01,30.48,78.98,0,Test,0.0118611821177625,0
JX993987,Bat coronavirus Rp/Shaanxi2011,Bat,Sarbecovirus,74.92,79.29,34.85,37.61,34.71,35.01,30.56,79.29,0,Train,0.0029918973767411,0
KY417142,Bat SARS-like coronavirus isolate As6526,Bat,Sarbecovirus,75.49,78.91,35.06,37.94,35.1,34.54,29.87,78.91,0,Train,0.0082636924455257,0
KY417148,Bat SARS-like coronavirus isolate Rs4247,Bat,Sarbecovirus,75.49,78.98,34.96,37.94,34.97,34.54,30.05,78.98,0,Test,0.0118732183425251,0
KJ473814,BtRs-BetaCoV/HuB2013,Bat,Sarbecovirus,76.47,80.31,34.71,37.68,34.97,35.17,30.6,80.31,0,Train,0.0017083113127731,0
KY417147,Bat SARS-like coronavirus isolate Rs4237,Bat,Sarbecovirus,75.41,78.75,42.66,37.94,34.97,34.54,30.05,78.75,0,Train,0.0100704839871267,0
MK211377,Coronavirus BtRs-BetaCoV/YN2018C,Bat,Sarbecovirus,75.33,78.75,35.06,37.94,35.1,34.54,29.87,78.75,0,Train,0.0074173794110845,0
DQ071615,Bat SARS coronavirus Rp3,Bat,Sarbecovirus,75.33,78.59,34.93,37.68,34.97,34.69,30.18,78.59,0,Train,0.0025752475543957,0
GQ153543,Bat SARS coronavirus HKU3-8,Bat,Sarbecovirus,76.2,78.75,34.77,37.88,35.23,34.36,30.56,78.75,0,Train,0.0038057773544692,0
GQ153547,Bat SARS coronavirus HKU3-12,Bat,Sarbecovirus,76.12,78.67,34.77,38.01,35.48,34.36,30.82,78.67,0,Train,0.0012603095398863,0
KY417149,Bat SARS-like coronavirus isolate Rs4255,Bat,Sarbecovirus,74.82,78.98,34.77,37.94,34.97,34.54,30.05,78.98,0,Train,0.0095695188338179,0
