Accession,Virus,Host_agg,Species_agg,vsWuhan,vsTor2,vsMers,vsOC43,vsHKU1,vs229E,vsNL63,MaxSim,Binds,Source,Binds_prob,Binds_predicted
DQ412575,SARS coronavirus isolate CUHKcs04ST spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,75.96,99.84,34.79,37.15,34.92,34.8,30.26,99.84,1,Train,0.9991158190835666,1
AY559081,SARS coronavirus Sin842,Homo sapiens,SARS-CoV-1,75.96,99.84,34.79,37.15,34.92,34.8,30.26,99.84,1,Train,0.9992293755160432,1
DQ412615,SARS coronavirus isolate CUHKtc39TI spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,76.04,99.84,34.79,37.15,34.92,34.8,30.26,99.84,1,Train,0.9991244305820224,1
FJ882950,SARS coronavirus ExoN1 isolate P3pp60,Homo sapiens,SARS-CoV-1,76.04,99.76,34.7,37.15,34.92,34.73,30.38,99.76,1,Train,0.9990048888924076,1
AY279354,SARS coronavirus BJ04,Homo sapiens,SARS-CoV-1,75.96,99.76,34.54,37.15,34.92,34.64,30.13,99.76,1,Train,0.999492108251793,1
AY463059,SARS coronavirus ShanghaiQXC1,Homo sapiens,SARS-CoV-1,75.88,99.76,34.79,37.02,34.92,34.8,30.24,99.76,1,Train,0.9990694848106684,1
AY772062,SARS coronavirus WH20,Homo sapiens,SARS-CoV-1,76.04,99.68,34.79,37.15,34.79,34.64,30.05,99.68,1,Train,0.9989187018415684,1
DQ412609,SARS coronavirus isolate CUHKtc32NP spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,75.88,99.76,34.7,37.15,34.92,34.8,30.17,99.76,1,Train,0.9991625061914542,1
DQ412628,SARS coronavirus isolate CUHKtc53L spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,75.96,99.76,34.7,37.15,34.92,34.8,30.17,99.76,1,Train,0.9991285833369572,1
JX162087,SARS coronavirus ExoN1 isolate c5P10,Homo sapiens,SARS-CoV-1,75.88,99.76,34.72,37.37,34.92,34.8,30.26,99.76,1,Train,0.9991042123830156,1
EU371563,SARS coronavirus BJ182-8,Homo sapiens,SARS-CoV-1,75.88,99.76,34.7,37.37,34.79,34.64,30.13,99.76,1,Train,0.9989829925769972,1
AY654624,SARS coronavirus TJF,Homo sapiens,SARS-CoV-1,75.88,99.68,34.79,37.15,34.79,34.11,30.26,99.68,1,Test,0.9993074247137153,1
AY429072,SARS coronavirus BJ302 clone 1 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.88,99.68,34.63,37.15,34.92,34.97,30.38,99.68,1,Train,0.999195021259346,1
DQ412617,SARS coronavirus isolate CUHKtc42NP spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,75.88,99.76,34.79,37.15,34.92,34.8,30.26,99.76,1,Train,0.9990466796231544,1
JX163926,SARS coronavirus Tor2 isolate Tor2/FP1-10912,Minks,Sarbecovirus,75.88,99.84,34.79,37.15,34.92,34.8,29.89,99.84,1,Train,0.999210468450807,1
DQ412614,SARS coronavirus isolate CUHKtc38NP spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,75.96,99.76,34.79,37.15,34.92,34.8,30.26,99.76,1,Train,0.9988878749796288,1
FJ882940,SARS coronavirus ExoN1 isolate P3pp37,Homo sapiens,SARS-CoV-1,75.96,99.68,34.82,37.29,35.05,35.13,30.5,99.68,1,Train,0.9992834917182324,1
FJ882956,SARS coronavirus ExoN1 isolate P3pp53,Homo sapiens,SARS-CoV-1,76.04,99.76,34.79,37.15,34.92,34.97,30.38,99.76,1,Train,0.9992514817308225,1
AY394992,SARS coronavirus HZS2-C,Homo sapiens,SARS-CoV-1,76.04,99.68,34.63,37.02,34.79,34.8,30.13,99.68,1,Train,0.9986459927936822,1
EU371562,SARS coronavirus BJ182-4,Homo sapiens,SARS-CoV-1,75.9,99.68,34.7,37.37,34.79,34.64,30.13,99.68,1,Test,0.9991917147533814,1
FJ882941,SARS coronavirus ExoN1 isolate P3pp8,Homo sapiens,SARS-CoV-1,76.04,99.68,34.7,37.15,34.92,34.97,30.26,99.68,1,Train,0.9991539278127362,1
AY559093,SARS coronavirus Sin845,Homo sapiens,SARS-CoV-1,75.88,99.76,34.79,37.15,34.92,34.64,30.13,99.76,1,Test,0.999232765509504,1
FJ882944,SARS coronavirus ExoN1 isolate P3pp23,Homo sapiens,SARS-CoV-1,76.12,99.76,34.79,37.15,34.92,34.97,30.38,99.76,1,Train,0.9992722354634208,1
EU371560,SARS coronavirus BJ182a,Homo sapiens,SARS-CoV-1,75.72,99.6,34.6,37.24,34.66,34.31,30.01,99.6,1,Test,0.9989106378108058,1
AY278487,SARS coronavirus BJ02,Homo sapiens,SARS-CoV-1,76.12,99.68,34.7,37.15,34.92,34.8,30.26,99.68,1,Test,0.9990936772895244,1
FJ882960,SARS coronavirus ExoN1 isolate P3pp34,Homo sapiens,SARS-CoV-1,76.04,99.76,34.7,37.02,34.79,34.8,30.38,99.76,1,Test,0.9988526170770612,1
AB263618,SARS coronavirus Frankfurt1-v01 S gene for spike glycoprotein,Homo sapiens,SARS-CoV-1,75.72,99.6,34.82,37.37,34.92,34.97,30.26,99.6,1,Train,0.9986832010567136,1
AY648300,SARS coronavirus HHS-2004 spike protein (S) mRNA,Homo sapiens,SARS-CoV-1,75.88,99.52,34.7,37.02,34.79,34.64,29.93,99.52,1,Train,0.9988196726550376,1
FJ882929,SARS coronavirus ExoN1 isolate P3pp1,Homo sapiens,SARS-CoV-1,75.96,99.6,34.79,37.15,34.79,34.81,30.38,99.6,1,Train,0.998765683406361,1
AY394985,SARS coronavirus HSZ-Bb,Homo sapiens,SARS-CoV-1,76.12,99.6,34.79,37.29,34.79,34.8,30.26,99.6,1,Train,0.998749574514113,1
AY278490,SARS coronavirus BJ03,Homo sapiens,SARS-CoV-1,76.19,99.52,34.63,37.02,34.92,34.8,30.26,99.52,1,Test,0.999130209986349,1
DQ514532,SARS coronavirus CS24 spike glycoprotein gene,Civet,Sarbecovirus,75.96,99.68,34.98,37.15,34.92,34.8,30.13,99.68,1,Train,0.9991371801589246,1
DQ514531,SARS coronavirus CS21 spike glycoprotein gene,Civet,Sarbecovirus,76.04,99.6,35.08,37.15,34.92,34.8,30.26,99.6,1,Train,0.9995229095259628,1
KF514407,SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c5.7P20/2010,Homo sapiens,SARS-CoV-1,75.88,99.6,34.19,37.37,34.92,34.64,30.38,99.6,1,Test,0.9983061042505614,1
AY304495,SARS coronavirus GZ50,Homo sapiens,SARS-CoV-1,76.12,99.6,34.79,37.29,34.79,34.8,30.26,99.6,1,Train,0.9983710353613052,1
AY394977,SARS coronavirus GZ-A,Homo sapiens,SARS-CoV-1,76.12,99.68,34.79,37.29,34.79,34.8,30.26,99.68,1,Train,0.9982335501326632,1
AY394986,SARS coronavirus HSZ-Cb,Homo sapiens,SARS-CoV-1,76.04,99.52,34.79,37.48,34.79,34.8,30.26,99.52,1,Train,0.99869596100566,1
EU371564,SARS coronavirus BJ182-12,Homo sapiens,SARS-CoV-1,75.8,99.6,34.7,37.37,34.79,34.32,29.88,99.6,1,Train,0.998414620100529,1
AY429077,SARS coronavirus BJ302 clone 6 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.8,99.52,34.98,37.15,34.92,34.97,30.38,99.52,1,Test,0.9990813583392488,1
AY429074,SARS coronavirus BJ302 clone 3 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.8,99.52,34.44,37.02,34.79,34.97,30.38,99.52,1,Train,0.999221475464511,1
AY429075,SARS coronavirus BJ302 clone 4 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.8,99.52,34.79,37.02,34.79,34.97,30.38,99.52,1,Train,0.9991814789140184,1
AB257344,SARS coronavirus Frankfurt 1 genomic RNA,Homo sapiens,SARS-CoV-1,75.8,99.44,34.79,37.24,34.66,34.8,30.13,99.44,1,Train,0.998994208523126,1
AY394988,SARS coronavirus JMD,Homo sapiens,SARS-CoV-1,76.35,99.44,34.7,37.29,34.79,34.8,30.26,99.44,1,Train,0.998985773345042,1
DQ514530,SARS coronavirus ES260 spike glycoprotein gene,Civet,Sarbecovirus,76.12,99.44,35.17,37.15,34.92,34.8,30.26,99.44,1,Train,0.9996235017149618,1
AY429073,SARS coronavirus BJ302 clone 2 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.72,99.44,34.79,37.02,34.79,34.97,30.38,99.44,1,Train,0.9991610354134806,1
AY390556,SARS coronavirus GZ02,Homo sapiens,SARS-CoV-1,76.27,99.36,34.7,37.29,34.79,34.8,30.26,99.36,1,Train,0.9991982022498492,1
DQ640652,SARS coronavirus GDH-BJH01,Homo sapiens,SARS-CoV-1,76.12,99.44,34.82,37.29,34.92,34.8,29.94,99.44,1,Train,0.9985956784237736,1
AH012999,SARS coronavirus Shanhgai LY polyprotein gene,Homo sapiens,SARS-CoV-1,75.72,99.44,34.7,37.02,34.79,34.48,30.01,99.44,1,Train,0.9995280452979064,1
AY394997,SARS coronavirus ZS-A,Homo sapiens,SARS-CoV-1,76.43,99.36,34.7,37.29,34.79,34.8,30.26,99.36,1,Train,0.9990854113665044,1
DQ514529,SARS coronavirus ES191 spike glycoprotein gene,Civet,Sarbecovirus,76.04,99.28,35.17,37.29,34.92,34.64,30.13,99.28,1,Train,0.9994906100353284,1
AY278489,SARS coronavirus GD01,Homo sapiens,SARS-CoV-1,76.19,99.28,34.6,37.29,34.92,34.8,30.38,99.28,1,Train,0.9993183388960488,1
AY429076,SARS coronavirus BJ302 clone 5 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.72,99.36,34.79,37.02,34.79,34.97,30.38,99.36,1,Train,0.9992458787926212,1
AY429079,SARS coronavirus BJ302 clone 8 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.72,99.36,34.79,37.02,34.79,34.97,30.38,99.36,1,Train,0.9993284833720014,1
AY394981,SARS coronavirus HGZ8L1-A,Homo sapiens,SARS-CoV-1,76.35,99.2,34.7,37.29,34.79,34.64,30.26,99.2,1,Train,0.9987345703825212,1
DQ514528,SARS coronavirus WF188 spike glycoprotein gene,Civet,Sarbecovirus,76.04,98.96,35.08,37.15,35.05,34.49,30.11,98.96,1,Train,0.9995227316452888,1
AY304491,SARS coronavirus GZ60,Homo sapiens,SARS-CoV-1,76.35,99.12,34.7,37.29,34.92,34.33,30.26,99.12,1,Train,0.9990565347485476,1
AY304490,SARS coronavirus GZ43,Homo sapiens,SARS-CoV-1,76.35,98.96,34.7,37.29,34.92,34.33,30.26,98.96,1,Train,0.999058700475324,1
AY627045,SARS coronavirus PC4-137 spike glycoprotein gene,Civet,Sarbecovirus,76.12,98.73,35.17,37.29,34.92,34.49,30.45,98.73,1,Train,0.9987219833152544,1
AY627048,SARS coronavirus PC4-241 spike glycoprotein gene,Civet,Sarbecovirus,76.04,98.73,35.08,37.29,34.92,34.49,30.45,98.73,1,Train,0.9989340498031638,1
AY572036,SARS coronavirus civet014 spike glycoprotein gene,Civet,Sarbecovirus,75.96,98.65,35.08,37.29,34.92,34.49,30.45,98.65,1,Train,0.9986555881220704,1
AY613950,SARS coronavirus PC4-227,Civet,Sarbecovirus,75.96,98.65,35.08,37.29,34.92,34.49,30.45,98.65,1,Train,0.9986827764900464,1
AY627047,SARS coronavirus PC4-199 spike glycoprotein gene,Civet,Sarbecovirus,76.04,98.65,35.17,37.29,34.92,34.49,30.45,98.65,1,Train,0.9986276065616204,1
AY525636,SARS coronavirus GD03T0013 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,75.88,98.57,35.08,37.29,34.92,34.49,30.45,98.57,1,Train,0.9986589465837564,1
AY687365,SARS coronavirus C013 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.57,34.98,37.29,34.92,34.49,30.45,98.57,1,Train,0.998667642032033,1
AY304486,SARS coronavirus SZ3,Civet,Sarbecovirus,76.19,98.57,34.6,37.15,34.79,34.49,30.26,98.57,1,Test,0.9983520965485008,1
AY545915,SARS coronavirus isolate HC/SZ/DM1/03,Civet,Sarbecovirus,75.96,98.65,35.08,37.29,34.92,34.49,30.45,98.65,1,Train,0.9984133443539313,1
AY687356,SARS coronavirus A021 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.57,35.08,37.29,34.92,34.49,30.05,98.57,1,Test,0.9987031008704644,1
AY687372,SARS coronavirus C029 spike glycoprotein gene,Civet,Sarbecovirus,76.04,98.57,35.08,37.29,34.92,34.49,30.45,98.57,1,Train,0.9987049630910512,1
AY572038,SARS coronavirus civet020,Civet,Sarbecovirus,75.96,98.57,35.08,37.29,34.92,34.49,30.45,98.57,1,Train,0.9986055930207202,1
AY613947,SARS coronavirus GZ0402,Homo sapiens,SARS-CoV-1,76.04,98.57,34.82,37.15,34.79,34.33,30.24,98.57,1,Train,0.9991290113518853,1
AY687355,SARS coronavirus A013 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.49,34.98,37.29,34.92,34.33,30.33,98.49,1,Train,0.9985569232307128,1
AY613952,SARS coronavirus PC4-205 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.49,35.08,37.29,34.92,34.49,30.45,98.49,1,Train,0.9986622055847428,1
AY687360,SARS coronavirus B024 spike glycoprotein gene,Civet,Sarbecovirus,75.96,98.57,34.72,37.29,34.92,34.49,30.45,98.57,1,Train,0.9986804902409038,1
AY687362,SARS coronavirus B033 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.49,34.98,37.29,34.92,34.49,30.16,98.49,1,Train,0.9984344880173884,1
AY304488,SARS coronavirus SZ16,Civet,Sarbecovirus,76.19,98.49,34.6,37.15,34.79,34.49,30.26,98.49,1,Train,0.9984970720215024,1
AY572037,SARS coronavirus civet019 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.49,35.08,37.29,34.92,34.49,30.03,98.49,1,Train,0.9989214128453536,1
AY687359,SARS coronavirus B012 spike glycoprotein gene,Civet,Sarbecovirus,75.8,98.49,34.89,37.02,34.66,34.17,30.21,98.49,1,Train,0.9984033677992596,1
AY687370,SARS coronavirus C025 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.41,35.2,37.42,34.84,34.49,30.45,98.41,1,Train,0.9974808100809506,1
AY687354,SARS coronavirus A001 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.49,34.86,37.29,34.92,34.49,30.12,98.49,1,Train,0.9987061678159658,1
AY687361,SARS coronavirus B029 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.41,35.08,37.29,34.92,34.49,30.12,98.41,1,Train,0.997609903710612,1
AY304489,SARS coronavirus SZ1,Civet,Sarbecovirus,76.19,98.41,34.6,37.15,34.79,34.49,30.26,98.41,1,Train,0.9987345919408168,1
FJ959407,SARS coronavirus isolate A001,Civet,Sarbecovirus,75.8,98.33,34.98,37.29,34.92,34.49,30.16,98.33,1,Train,0.99791111368079,1
AY687371,SARS coronavirus C028 spike glycoprotein gene,Civet,Sarbecovirus,75.88,98.41,35.2,37.29,34.92,34.49,30.33,98.41,1,Train,0.998188021047766,1
AY515512,SARS coronavirus HC/SZ/61/03,Civet,Sarbecovirus,75.8,98.41,35.08,37.29,34.92,34.49,30.37,98.41,1,Train,0.997490327090964,1
AY613948,SARS coronavirus PC4-13,Civet,Sarbecovirus,75.88,98.41,35.08,37.29,34.92,34.49,30.12,98.41,1,Train,0.998736957999769,1
AY545919,SARS coronavirus isolate CFB/SZ/94/03,Minks,Sarbecovirus,76.12,98.33,35.08,37.29,34.92,34.49,30.45,98.33,1,Train,0.9980525274527668,1
AY687368,SARS coronavirus C018 spike glycoprotein gene,Civet,Sarbecovirus,75.96,98.41,34.72,37.29,34.92,34.49,30.45,98.41,1,Train,0.9986800090151396,1
AY572034,SARS coronavirus civet007,Civet,Sarbecovirus,75.8,98.33,35.08,37.29,34.92,34.49,30.03,98.33,1,Train,0.9976596406185002,1
AY686863,SARS coronavirus A022,Civet,Sarbecovirus,75.8,98.25,35.08,37.29,34.92,34.49,30.03,98.25,1,Train,0.9977174744277229,1
KY417150,Bat SARS-like coronavirus isolate Rs4874,Bat,Sarbecovirus,77.07,96.97,34.26,37.29,34.54,34.33,30.01,96.97,1,Train,0.9992347974076068,1
KT444582,SARS-like coronavirus WIV16,Bat,Sarbecovirus,77.07,96.89,34.26,37.29,34.54,34.33,30.01,96.89,1,Train,0.9993512714284022,1
KY417146,Bat SARS-like coronavirus isolate Rs4231,Bat,Sarbecovirus,76.92,94.58,34.28,37.02,34.41,34.33,29.89,94.58,1,Train,0.9935706950408418,1
AH013709,SARS coronavirus Sin_WNV,Homo sapiens,SARS-CoV-1,74.83,99.92,34.01,36.85,34.44,34.01,29.68,99.92,1,Train,0.99996619024493,1
MK211376,Coronavirus BtRs-BetaCoV/YN2018B,Bat,Sarbecovirus,76.92,92.42,34.26,37.29,34.54,34.33,29.89,92.42,1,Test,0.959151111235114,1
KY417151,Bat SARS-like coronavirus isolate Rs7327,Bat,Sarbecovirus,77.0,92.5,34.26,37.29,34.54,34.69,30.13,92.5,1,Train,0.965849158193188,1
KY417152,Bat SARS-like coronavirus isolate Rs9401,Bat,Sarbecovirus,76.84,92.42,34.26,37.29,34.54,34.69,30.13,92.42,1,Train,0.962901854548706,1
KF367457,Bat SARS-like coronavirus WIV1,Bat,Sarbecovirus,77.07,92.26,34.26,37.29,34.54,34.33,30.01,92.26,1,Train,0.9792000937077612,1
KC881006,Bat SARS-like coronavirus Rs3367,Bat,Sarbecovirus,77.0,92.26,34.26,37.42,34.66,34.33,30.01,92.26,1,Test,0.97209849800075,1
DQ412619,SARS coronavirus isolate CUHKtc44NP nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.26,99.91,34.79,37.15,34.92,34.8,30.26,99.91,1,Train,0.9602960820216386,1
DQ412627,SARS coronavirus isolate CUHKtc52TS nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.18,99.83,34.79,37.15,34.92,34.8,30.26,99.83,1,Test,0.952854891242746,1
AH013708,SARS coronavirus Sin0409,Homo sapiens,SARS-CoV-1,78.18,99.83,34.7,37.15,34.92,34.8,30.26,99.83,1,Train,0.956184871473902,1
DQ412622,SARS coronavirus isolate CUHKtc47NP nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.18,99.83,34.7,37.15,34.92,34.8,30.17,99.83,1,Test,0.9604771095906888,1
DQ412623,SARS coronavirus isolate CUHKtc48TS nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.26,99.83,34.79,37.15,34.92,34.8,30.26,99.83,1,Train,0.955718588068089,1
DQ412599,SARS coronavirus isolate CUHKtc19NP nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.18,99.83,34.45,37.15,34.92,34.8,30.26,99.83,1,Train,0.9564221466039864,1
DQ412606,SARS coronavirus isolate CUHKtc29NP nonfunctional spike glycoprotein (S) gene,Homo sapiens,SARS-CoV-1,78.18,99.74,34.7,37.15,34.92,34.8,30.17,99.74,1,Train,0.955919528406511,1
KC881005,Bat SARS-like coronavirus RsSHC014,Bat,Sarbecovirus,77.31,90.03,34.28,37.29,34.54,34.33,29.89,90.03,1,Train,0.8391428105764607,1
KY417144,Bat SARS-like coronavirus isolate Rs4084,Bat,Sarbecovirus,77.23,89.95,34.28,37.29,34.54,34.33,29.89,89.95,1,Train,0.8352852674136887,1
KF569997,Rhinolophus affinis coronavirus isolate LYRa3 spike protein gene,Bat,Sarbecovirus,77.41,89.71,34.6,37.55,34.58,34.85,30.34,89.71,0,Train,0.8239173646663682,1
KF569996,Rhinolophus affinis coronavirus isolate LYRa11,Bat,Sarbecovirus,77.73,89.63,34.51,37.55,34.58,34.85,30.26,89.63,1,Train,0.8885243910886823,1
AY559097,SARS coronavirus Sin3408L,Homo sapiens,SARS-CoV-1,68.42,98.64,33.82,36.4,35.06,35.97,29.86,98.64,1,Train,0.9986700890485468,1
KJ473816,BtRs-BetaCoV/YN2013,Bat,Sarbecovirus,75.24,79.68,34.94,37.81,35.23,35.01,30.38,79.68,0,Train,0.0421330830811627,0
JX993988,Bat coronavirus Cp/Yunnan2011,Bat,Sarbecovirus,74.86,79.38,35.38,37.42,34.58,35.17,30.61,79.38,0,Train,0.0040491349645521,0
MK211374,Coronavirus BtRl-BetaCoV/SC2018,Bat,Sarbecovirus,74.69,79.79,35.15,37.68,34.45,34.54,30.47,79.79,0,Train,0.016777892621891,0
KJ473815,BtRs-BetaCoV/GX2013,Bat,Sarbecovirus,75.41,79.22,35.15,37.61,34.84,34.85,30.43,79.22,0,Train,0.0067108751913898,0
DQ412043,Bat SARS coronavirus Rm1,Bat,Sarbecovirus,74.75,79.06,35.02,37.68,34.84,35.17,30.61,79.06,0,Train,0.0065656190204355,0
DQ648857,Bat coronavirus (BtCoV/279/2005),Bat,Sarbecovirus,74.75,78.98,35.02,37.75,34.84,35.01,30.48,78.98,0,Train,0.0090430764708033,0
JX993987,Bat coronavirus Rp/Shaanxi2011,Bat,Sarbecovirus,74.92,79.29,34.85,37.61,34.71,35.01,30.56,79.29,0,Train,0.006446127959077,0
KY417142,Bat SARS-like coronavirus isolate As6526,Bat,Sarbecovirus,75.49,78.91,35.06,37.94,35.1,34.54,29.87,78.91,0,Test,0.009068973526118,0
KY417148,Bat SARS-like coronavirus isolate Rs4247,Bat,Sarbecovirus,75.49,78.98,34.96,37.94,34.97,34.54,30.05,78.98,0,Train,0.0061034293604729,0
KJ473814,BtRs-BetaCoV/HuB2013,Bat,Sarbecovirus,76.47,80.31,34.71,37.68,34.97,35.17,30.6,80.31,0,Train,0.0046783194989522,0
KY417147,Bat SARS-like coronavirus isolate Rs4237,Bat,Sarbecovirus,75.41,78.75,42.66,37.94,34.97,34.54,30.05,78.75,0,Train,0.0074086365009089,0
MK211377,Coronavirus BtRs-BetaCoV/YN2018C,Bat,Sarbecovirus,75.33,78.75,35.06,37.94,35.1,34.54,29.87,78.75,0,Train,0.0050073555126226,0
DQ071615,Bat SARS coronavirus Rp3,Bat,Sarbecovirus,75.33,78.59,34.93,37.68,34.97,34.69,30.18,78.59,0,Test,0.0043004405855528,0
GQ153543,Bat SARS coronavirus HKU3-8,Bat,Sarbecovirus,76.2,78.75,34.77,37.88,35.23,34.36,30.56,78.75,0,Train,0.0246025832030771,0
GQ153547,Bat SARS coronavirus HKU3-12,Bat,Sarbecovirus,76.12,78.67,34.77,38.01,35.48,34.36,30.82,78.67,0,Train,0.0089847094972492,0
KY417149,Bat SARS-like coronavirus isolate Rs4255,Bat,Sarbecovirus,74.82,78.98,34.77,37.94,34.97,34.54,30.05,78.98,0,Train,0.0156741780441906,0
GQ153548,Bat SARS coronavirus HKU3-13,Bat,Sarbecovirus,75.96,78.51,34.86,37.88,35.35,34.2,30.69,78.51,0,Train,0.0101343516205534,0
GQ153544,Bat SARS coronavirus HKU3-9,Bat,Sarbecovirus,75.96,78.51,34.86,37.88,35.35,34.2,30.69,78.51,0,Train,0.008898950374515,0
GQ153542,Bat SARS coronavirus HKU3-7,Bat,Sarbecovirus,76.04,78.67,34.58,37.88,35.23,34.36,30.56,78.67,0,Test,0.028734934772085,0
KY417143,Bat SARS-like coronavirus isolate Rs4081,Bat,Sarbecovirus,74.75,78.75,34.87,37.94,34.97,34.54,29.96,78.75,0,Train,0.013249612673761,0
MK211378,Coronavirus BtRs-BetaCoV/YN2018D,Bat,Sarbecovirus,74.75,78.75,34.77,37.94,34.97,34.38,29.92,78.75,0,Train,0.0169368810864802,0
DQ022305,Bat SARS coronavirus HKU3-1,Bat,Sarbecovirus,76.04,78.43,34.86,37.88,35.35,34.36,30.82,78.43,0,Train,0.0089811988019242,0
KF294457,SARS-related bat coronavirus isolate Longquan-140 orf1ab polyprotein,Bat,Sarbecovirus,76.12,78.35,35.11,38.21,35.35,34.36,30.91,78.35,0,Train,0.0089428409547209,0
DQ084199,bat SARS coronavirus HKU3-2,Bat,Sarbecovirus,76.04,78.35,34.77,37.88,35.23,34.36,30.82,78.35,0,Train,0.0078590359659669,0
