Accession,Slide,Human,Human_prob,Source
QLH02028,slide2,0,0.00036837280075812295,Train
QLH02028,slide3,0,0.0003041923457660425,Train
QGQ60228,slide1,0,8.130126298032065e-08,Train
QGQ60228,slide2,0,0.0047041975184518425,Train
QGQ60228,slide3,0,5.371569007013578e-06,Train
AVN88332,slide1,0,0.3043207964695402,Train
AVN88332,slide2,0,0.29113823550232176,Train
AVN88332,slide3,0,0.011515381859552731,Train
AKJ22007,slide1,0,8.340272113482417e-08,Train
AKJ22007,slide2,0,0.0026878848949560942,Train
AKJ22007,slide3,0,4.535020105346045e-06,Train
AID56691,slide1,0,5.6066564943623464e-08,Train
AID56691,slide2,0,0.0016780883932400522,Train
AID56691,slide3,0,3.2306797672732857e-06,Train
ANC28645,slide1,1,0.6224934530375925,Train
ANC28645,slide2,1,0.6039625533554683,Train
ANC28645,slide3,1,0.5915192295216912,Train
AQZ41296,slide1,0,0.6420287482008491,Train
AQZ41296,slide2,0,0.44569925770217156,Train
AQZ41296,slide3,0,0.5943088294987453,Train
AGT51461,slide1,1,0.8294419165981688,Train
AGT51461,slide2,1,0.817232459020805,Train
AGT51461,slide3,1,0.6160964132021793,Train
AKJ22115,slide1,0,2.2556808411956618e-07,Train
AKJ22115,slide2,0,0.0015957695063093785,Train
AKJ22115,slide3,0,4.172148596984522e-06,Train
AIV41819,slide1,1,0.9654202034489106,Train
AIV41819,slide2,1,0.9048224641276401,Train
AIV41819,slide3,1,0.9711129021358179,Train
AID56865,slide1,0,9.162585396679181e-08,Train
AID56865,slide2,0,0.0027972662375897787,Train
AID56865,slide3,0,2.7168932318957995e-06,Train
QKX95780,slide1,0,2.9965457229881163e-05,Train
QKX95780,slide2,0,5.233368248782787e-05,Train
QKX95780,slide3,0,9.780467143048783e-09,Train
AVU05431,slide1,0,6.168963404444787e-08,Train
AVU05431,slide2,0,2.820294662125828e-06,Train
AVU05431,slide3,0,0.013566631448868199,Train
APH81306,slide1,0,4.517694272894778e-07,Train
APH81306,slide2,0,7.18512908613675e-07,Train
APH81306,slide3,0,0.0011704840506983514,Train
AGW27863,slide1,1,0.9551684678036969,Train
AGW27863,slide2,1,0.9928753936836131,Train
AGW27863,slide3,1,0.904229633814435,Train
APX55517,slide1,0,9.166940565457035e-10,Train
APX55517,slide2,0,0.00015439372498799993,Train
APX55517,slide3,0,0.006576598301763205,Train
ATG84679,slide1,1,0.3984989333761771,Train
ATG84679,slide2,1,0.7121609517906038,Train
ATG84679,slide3,1,0.6362032944795212,Train
AHB33326,slide1,1,0.5624663122630873,Train
AHB33326,slide2,1,0.5128745853442139,Train
AHB33326,slide3,1,0.5532089181692845,Train
AY394981,slide1,1,0.964866759892066,Train
AY394981,slide2,1,0.34820359704228215,Train
AY394981,slide3,1,0.437065531807039,Train
QMT62922,slide1,0,2.3141132688651122e-07,Train
QMT62922,slide2,0,0.0040998492095416905,Train
QMT62922,slide3,0,4.6344410635576675e-06,Train
DQ412578,slide1,1,0.5393611674132749,Train
DQ412578,slide2,1,0.5961357923120767,Train
DQ412578,slide3,1,0.6803895012557375,Train
ACN89743,slide1,0,0.0038210489064526175,Train
ACN89743,slide2,0,0.0012080123720864915,Train
ACN89743,slide3,0,0.011355770758664183,Train
JX993988,slide1,0,0.007647661588010024,Train
JX993988,slide2,0,0.0200336882166974,Train
JX993988,slide3,0,3.522257864502018e-05,Train
ARK08635,slide1,1,0.9448056054007664,Train
ARK08635,slide2,1,0.9746811643448873,Train
ARK08635,slide3,1,0.9634991111191363,Train
FJ882940,slide1,1,0.6309414799896812,Train
FJ882940,slide2,1,0.668456210350598,Train
FJ882940,slide3,1,0.7487330277549322,Train
AY394977,slide1,1,0.6190514668090744,Train
AY394977,slide2,1,0.7384623645663873,Train
AY394977,slide3,1,0.7650471753454752,Train
AKH45338,slide1,0,1.95237255088309e-08,Train
AKH45338,slide2,0,0.0001715420094362475,Train
AKH45338,slide3,0,0.0003352232478653187,Train
AFB74179,slide1,0,1.090220251235654e-07,Train
AFB74179,slide2,0,0.003288463669840396,Train
AFB74179,slide3,0,2.962119476130602e-06,Train
AIN52124,slide1,0,8.621004112284009e-08,Train
AIN52124,slide2,0,0.003544467564025101,Train
AIN52124,slide3,0,2.5849020974036213e-06,Train
EU371564,slide1,1,0.5594120360443529,Train
EU371564,slide2,1,0.4104498696627398,Train
EU371564,slide3,1,0.7831515503851385,Train
MT040334,slide1,0,2.5896067062469463e-05,Train
MT040334,slide2,0,0.01562178978377096,Train
MT040334,slide3,0,0.00025115397276956927,Train
QER78627,slide1,0,1.3747917736540211e-09,Train
QER78627,slide2,0,0.0008315082260600243,Train
QER78627,slide3,0,0.0002883170861154394,Train
ATG84701,slide1,1,0.4788904391735691,Train
ATG84701,slide2,1,0.7049767641906615,Train
ATG84701,slide3,1,0.617000127860963,Train
AFX81108,slide1,0,0.0015732845093205325,Train
AFX81108,slide2,0,6.508462530931534e-07,Train
AFX81108,slide3,0,3.280160379327326e-11,Train
AUG98119,slide1,0,2.7034126783038065e-13,Train
AUG98119,slide2,0,2.146516854916265e-15,Train
AUG98119,slide3,0,0.0017083433397472344,Train
ANA67919,slide1,0,1.7115653772900003e-07,Train
ANA67919,slide2,0,0.007165433499547968,Train
ANA67919,slide3,0,6.0681065224390054e-06,Train
ASU45807,slide1,1,0.716917148602659,Train
ASU45807,slide2,1,0.5181076255110069,Train
ASU45807,slide3,1,0.7408635896404535,Train
AXX83375,slide1,1,0.9496552394346746,Train
AXX83375,slide2,1,0.9749968638569456,Train
AXX83375,slide3,1,0.9500397370561791,Train
AHI48550,slide1,1,0.6217478618493355,Train
AHI48550,slide2,1,0.5239344784841276,Train
AHI48550,slide3,1,0.5408598031036361,Train
QGQ60324,slide1,0,1.1621720915149718e-07,Train
QGQ60324,slide2,0,3.4998444795150964e-06,Train
QGQ60324,slide3,0,0.026562168031143085,Train
ARK08620,slide1,1,0.6665490670916516,Train
ARK08620,slide2,1,0.49510083785454917,Train
ARK08620,slide3,1,0.5412687319738776,Train
ALM09370,slide1,0,0.0006499065032718258,Train
ALM09370,slide2,0,7.135129527960782e-07,Train
ALM09370,slide3,0,3.58724675794822e-07,Train
AHL38184,slide1,0,1.0001016314858557e-07,Train
AHL38184,slide2,0,4.0051221004663595e-06,Train
AHL38184,slide3,0,0.028092947534697262,Train
ARE30017,slide1,1,0.9752849786860361,Train
ARE30017,slide2,1,0.9654286794543492,Train
ARE30017,slide3,1,0.9867393504276278,Train
QCQ19942,slide1,0,1.7287667008495522e-07,Train
QCQ19942,slide2,0,0.002005732806454574,Train
QCQ19942,slide3,0,2.634200020218355e-06,Train
QDF43800,slide1,0,0.0007825459663443978,Train
QDF43800,slide2,0,1.149941903485107e-12,Train
QDF43800,slide3,0,2.3292799160560436e-07,Train
AYR18473,slide1,0,0.00013595264869332234,Train
AYR18473,slide2,0,2.825568273207961e-12,Train
AYR18473,slide3,0,1.3026936017649244e-07,Train
ASU90142,slide1,0,0.5952550836261733,Train
ASU90142,slide2,0,0.574040251296269,Train
ASU90142,slide3,0,0.46558903628802983,Train
AID56937,slide1,0,7.650654618694882e-08,Train
AID56937,slide2,0,0.0022478708946464454,Train
AID56937,slide3,0,3.105896293018302e-06,Train
ABG89288,slide1,0,0.16226708318261873,Train
ABG89288,slide2,0,0.2819653852636221,Train
ABG89288,slide3,0,0.10730755016771755,Train
AMN88694,slide1,1,0.96174712869548,Train
AMN88694,slide2,1,0.9936105858120289,Train
AMN88694,slide3,1,0.8786297260393029,Train
QBO24651,slide1,0,1.1537704380443537e-07,Train
QBO24651,slide2,0,0.003924626452776679,Train
QBO24651,slide3,0,1.4135357554456184e-06,Train
QGQ60312,slide1,0,7.631359360964227e-08,Train
QGQ60312,slide2,0,1.8330450831128917e-06,Train
QGQ60312,slide3,0,0.013305538982135734,Train
QCQ20032,slide1,0,2.1937725595778443e-07,Train
QCQ20032,slide2,0,0.007693625155801284,Train
QCQ20032,slide3,0,1.9372662366892366e-06,Train
ASB30081,slide1,0,9.308285625107709e-08,Train
ASB30081,slide2,0,1.6033206190334825e-06,Train
ASB30081,slide3,0,0.0032907302740097684,Train
AHI48517,slide1,1,0.6168338115653386,Train
AHI48517,slide2,1,0.5424720090004183,Train
AHI48517,slide3,1,0.4911376904297608,Train
DQ412043,slide1,0,0.02082758248628963,Train
DQ412043,slide2,0,0.008839644916057165,Train
DQ412043,slide3,0,0.00010823541962780671,Train
ALJ52504,slide1,0,6.955393219826522e-08,Train
ALJ52504,slide2,0,0.002395738064411254,Train
ALJ52504,slide3,0,3.3657087650769976e-06,Train
AKJ22211,slide1,0,5.2260541952496824e-08,Train
AKJ22211,slide2,0,0.0022080873576274546,Train
AKJ22211,slide3,0,3.0261092561771144e-06,Train
YP_009328935,slide1,0,0.00011005810645335797,Train
YP_009328935,slide2,0,4.131378216369928e-07,Train
YP_009328935,slide3,0,1.038028254330911e-07,Train
AGV08467,slide1,1,0.5601176001360711,Train
AGV08467,slide2,1,0.5385240592999814,Train
AGV08467,slide3,1,0.550668494915149,Train
ASU90197,slide1,0,0.66849050878092,Train
ASU90197,slide2,0,0.543809644621298,Train
ASU90197,slide3,0,0.5647900736022263,Train
KU973692,slide1,0,0.0001345217659654316,Train
KU973692,slide2,0,0.00025812393006576504,Train
KU973692,slide3,0,0.0005007877307608206,Train
ALA49374,slide1,0,0.488666545559137,Train
ALA49374,slide2,0,0.5646772009723846,Train
ALA49374,slide3,0,0.4915293560652406,Train
ANI85728,slide1,0,1.0222482109893717e-07,Train
ANI85728,slide2,0,0.002219258558768768,Train
ANI85728,slide3,0,3.12858866864779e-06,Train
ADC35472,slide1,0,1.5255669167802964e-13,Train
ADC35472,slide2,0,1.2587726402280818e-06,Train
ADC35472,slide3,0,4.275725889454206e-09,Train
ACN89723,slide1,0,0.011612502723151969,Train
ACN89723,slide2,0,0.005492949944863014,Train
ACN89723,slide3,0,0.09507118886485882,Train
ASA40109,slide1,0,4.222092625979669e-07,Train
ASA40109,slide2,0,4.1720198228306236e-07,Train
ASA40109,slide3,0,0.012031819102533859,Train
ANC28667,slide1,1,0.5218794022595887,Train
ANC28667,slide2,1,0.6493466731176962,Train
ANC28667,slide3,1,0.5740263637973287,Train
AHA38153,slide1,0,1.0762287987040042e-07,Train
AHA38153,slide2,0,0.0013929972533284257,Train
AHA38153,slide3,0,2.6127073990982e-06,Train
AY429075,slide1,1,0.6599502318006611,Train
AY429075,slide2,1,0.8028137467343957,Train
AY429075,slide3,1,0.6364105108846753,Train
AY559089,slide1,1,0.9903750403473637,Train
AY559089,slide2,1,0.5148969909331091,Train
AY559089,slide3,1,0.9978832003209271,Train
QBP84740,slide1,1,0.9887949673662543,Train
QBP84740,slide2,1,0.9134450882743742,Train
QBP84740,slide3,1,0.9529355794774319,Train
ARK08661,slide1,1,0.9598394914012214,Train
ARK08661,slide2,1,0.9725598830354277,Train
ARK08661,slide3,1,0.939948699899962,Train
AZL47228,slide1,0,1.470248442752256e-07,Train
AZL47228,slide2,0,0.0028305410662140566,Train
AZL47228,slide3,0,5.748751123253054e-06,Train
KC881005,slide1,0,0.00039236190072964856,Train
KC881005,slide2,0,0.09551680754567361,Train
KC881005,slide3,0,0.013885013055198889,Train
ATG84734,slide1,1,0.5871822558306535,Train
ATG84734,slide2,1,0.6225100804148797,Train
ATG84734,slide3,1,0.540560724610564,Train
KF569997,slide1,0,0.1230063251963754,Train
KF569997,slide2,0,0.0028802915985774377,Train
KF569997,slide3,0,0.03286435423598956,Train
AGT51441,slide1,1,0.9948270140829446,Train
AGT51441,slide2,1,0.9703790568614005,Train
AGT51441,slide3,1,0.979092407312267,Train
QKV43847,slide1,0,9.486822444589457e-08,Train
QKV43847,slide2,0,3.2860078664933725e-06,Train
QKV43847,slide3,0,0.006305874214211672,Train
GQ153543,slide1,0,0.040996137362130786,Train
GQ153543,slide2,0,0.0001885487634038962,Train
GQ153543,slide3,0,0.002707276758058504,Train
AKN24803,slide1,1,0.4408201755841614,Train
AKN24803,slide2,1,0.7277087481493152,Train
AKN24803,slide3,1,0.5921430790927544,Train
AKJ21833,slide1,0,9.057089329158602e-08,Train
AKJ21833,slide2,0,0.002525292343365795,Train
AKJ21833,slide3,0,4.341995828006729e-06,Train
ALA50080,slide1,0,0.12323506743073397,Train
ALA50080,slide2,0,0.10633517822065885,Train
ALA50080,slide3,0,0.18847878556855757,Train
ANI85752,slide1,0,8.423839204954768e-08,Train
ANI85752,slide2,0,0.0022008035294423843,Train
ANI85752,slide3,0,2.69857804735027e-06,Train
AFX81098,slide1,0,0.0020629075565310848,Train
AFX81098,slide2,0,5.425661590773138e-07,Train
AFX81098,slide3,0,3.223762535025107e-11,Train
AIE15935,slide1,0,1.0584724677280249e-07,Train
AIE15935,slide2,0,0.0021191456257107382,Train
AIE15935,slide3,0,2.5796403154460607e-06,Train
AY394978,slide1,1,0.6756885089319872,Train
AY394978,slide2,1,0.6200648400653772,Train
AY394978,slide3,1,0.7717121512113579,Train
AFR79257,slide1,1,0.21689417487670173,Train
AFR79257,slide2,1,0.8065632799831067,Train
AFR79257,slide3,1,0.7438195092672064,Train
AMD11124,slide1,0,9.159999226067701e-08,Train
AMD11124,slide2,0,5.015962617669091e-06,Train
AMD11124,slide3,0,0.0169900816769294,Train
AIV42005,slide1,1,0.9675209912249829,Train
AIV42005,slide2,1,0.896514997710605,Train
AIV42005,slide3,1,0.9707582649792594,Train
ASL24654,slide1,0,4.855603825704788e-06,Train
ASL24654,slide2,0,4.422880530093194e-06,Train
ASL24654,slide3,0,3.450669077843178e-07,Train
ABD75617,slide1,1,0.9418985455372211,Train
ABD75617,slide2,1,0.9996868892463896,Train
ABD75617,slide3,1,0.7650858753450198,Train
QGW51898,slide1,1,0.583093381467704,Train
QGW51898,slide2,1,0.5730521066647767,Train
QGW51898,slide3,1,0.6613301391281038,Train
AVU05480,slide1,0,6.138654820810045e-08,Train
AVU05480,slide2,0,0.004164953415267163,Train
AVU05480,slide3,0,1.7146150130765292e-06,Train
AMD11219,slide1,0,6.537227255058098e-11,Train
AMD11219,slide2,0,2.1817842601468265e-06,Train
AMD11219,slide3,0,3.347332483513615e-15,Train
AY351680,slide1,1,0.5817355011317095,Train
AY351680,slide2,1,0.7879879269337556,Train
AY351680,slide3,1,0.343474923545028,Train
KF294457,slide1,0,0.04247347987279713,Train
KF294457,slide2,0,6.247286363040544e-05,Train
KF294457,slide3,0,0.001519107169327549,Train
DQ514529,slide1,0,0.6291238628381609,Train
DQ514529,slide2,0,0.6542173258163941,Train
DQ514529,slide3,0,0.6202536879684,Train
QCQ19996,slide1,0,1.4790922538821127e-07,Train
QCQ19996,slide2,0,0.004479085389247338,Train
QCQ19996,slide3,0,1.091633352865444e-06,Train
AFU92086,slide1,0,8.508533032466044e-09,Train
AFU92086,slide2,0,0.00026548652254412635,Train
AFU92086,slide3,0,1.9490503334705832e-05,Train
AVU05347,slide1,0,1.7772964320953622e-07,Train
AVU05347,slide2,0,0.0029899756668027833,Train
AVU05347,slide3,0,8.886607590460567e-06,Train
QED40659,slide1,0,3.5640136026898726e-08,Train
QED40659,slide2,0,0.0016511259693899412,Train
